"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2026年8週"
"集計期間終了週","2026年8週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","35","5","108","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中央区","35","3","141","7","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","105","5","320","1","0","2","20","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","3","1","","","","","","",""
"新宿区","109","5","289","2","0","1","24","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"文京","155","9","425","0","0","2","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"台東","120","4","358","3","0","6","40","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","97","2","148","2","0","4","11","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","","","","","","",""
"江東区","209","7","508","0","0","11","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","114","2","291","0","0","2","25","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"目黒区","53","10","170","0","0","1","12","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","337","27","676","2","2","14","86","1","0","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","","","","","","",""
"世田谷","393","30","1015","1","0","3","75","3","0","1","1","0","1","0","0","0","0","0","0","0","0","0","2","1","","","","","","",""
"渋谷区","98","4","208","0","0","0","32","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"中野区","203","3","695","1","1","8","39","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","219","10","408","1","0","1","48","0","0","0","3","0","0","0","1","0","0","0","0","1","0","0","1","2","","","","","","",""
"豊島区","109","3","294","0","0","4","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","216","8","416","1","0","3","58","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","195","4","402","2","0","5","21","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","231","9","595","0","0","2","45","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","0","","","","","","",""
"練馬区","370","8","909","2","0","15","69","4","0","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","267","25","873","1","16","24","72","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","196","3","453","0","0","4","25","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","2","","","","","","",""
"江戸川","326","12","931","2","0","16","60","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","568","11","1720","2","2","15","102","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","","","","","","",""
