"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2026年19週"
"集計期間終了週","2026年19週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","36","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","0","0","82","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","0","0","124","0","0","3","11","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"新宿区","2","0","88","0","0","2","7","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"文京","0","0","149","0","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"台東","1","0","147","0","0","5","15","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","3","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","0","1","401","0","0","5","28","1","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","0","0","141","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","0","96","0","0","1","7","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","3","1","238","1","1","11","25","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"世田谷","0","1","429","1","0","7","31","3","3","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"渋谷区","2","7","50","0","0","1","10","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中野区","1","1","419","0","0","6","10","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","0","3","147","0","0","2","13","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"豊島区","1","0","136","0","0","0","4","0","0","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","","",""
"北区","1","1","133","1","1","1","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","0","2","127","0","1","1","15","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","1","1","200","2","3","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","",""
"練馬区","0","1","274","1","0","11","27","3","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","0","2","343","0","6","7","17","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","0","3","178","0","0","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"江戸川","0","2","302","0","0","8","21","1","2","0","1","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","2","1","701","0","1","11","39","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"町田市","1","1","556","1","0","17","39","7","5","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","2","102","1","0","4","7","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"南多摩","0","1","229","0","0","6","24","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","1","0","208","0","0","8","15","4","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"多摩府中","0","1","576","2","1","12","32","6","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩小平","0","0","526","0","7","10","54","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"島しょ","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","17","35","7190","10","22","144","494","43","24","2","39","3","7","6","2","0","6","0","0","1","0","1","0","2","","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2026年19週"
"集計期間終了週","2026年19週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","29","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","0","0","56","0","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","0","1","165","0","0","2","14","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"新宿区","1","0","88","0","0","1","5","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"文京","1","2","190","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"台東","0","0","139","0","0","2","14","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","0","0","39","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","0","2","410","0","2","6","18","4","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","0","1","140","0","2","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","2","0","61","0","0","1","5","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","2","0","207","0","1","3","19","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"世田谷","0","3","449","1","0","3","28","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"渋谷区","1","10","81","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中野区","1","2","378","0","0","7","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","1","7","150","0","0","3","16","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"豊島区","0","2","141","1","0","0","7","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"北区","1","2","159","0","0","2","9","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","0","1","148","1","0","5","7","2","3","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","1","0","217","0","2","4","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","",""
"練馬区","0","0","283","0","0","3","15","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","0","3","385","0","3","1","15","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","0","1","184","2","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","","","","","","",""
"江戸川","0","0","315","2","1","3","16","1","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"八王子市","1","2","597","1","1","9","22","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"町田市","1","1","568","2","2","14","33","8","1","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","0","97","2","0","3","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","0","1","230","0","0","6","12","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","0","1","188","0","0","3","10","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"多摩府中","0","0","583","1","0","7","20","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩小平","0","1","530","0","5","6","48","1","0","3","1","1","0","1","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"島しょ","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","13","43","7210","13","19","97","384","43","19","4","26","4","5","3","1","0","5","0","0","2","0","2","0","3","","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2026年19週"
"集計期間終了週","2026年19週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","65","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","3","0","2","2","2"
"中央区","0","0","138","0","0","2","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","0","1","289","0","0","5","25","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","6","0","1","1","1"
"新宿区","3","0","176","0","0","3","12","2","2","0","3","0","0","0","0","0","1","0","0","0","0","0","0","1","12","12","8","2","2","2","2"
"文京","1","2","339","0","0","2","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","4","1","1","1","1"
"台東","1","0","286","0","0","7","29","4","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","1","3","89","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"江東区","0","3","811","0","2","11","46","5","1","1","2","2","2","0","0","0","0","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","0","1","281","0","3","0","6","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"目黒区","2","0","157","0","0","2","12","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","5","1","445","1","2","14","44","0","0","1","6","0","1","0","0","0","0","0","0","0","0","0","0","1","21","21","13","2","1","1","1"
"世田谷","0","4","878","2","0","10","59","4","4","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","25","25","16","2","2","2","2"
"渋谷区","3","17","131","0","0","2","22","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","4","1","1","1","1"
"中野区","2","3","797","0","0","13","17","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","1","10","297","0","0","5","29","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","17","17","11","1","2","2","2"
"豊島区","1","2","277","1","0","0","11","0","1","0","2","0","0","0","0","0","6","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"北区","2","3","292","1","1","3","19","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","0","3","275","1","1","6","22","4","3","0","5","0","0","3","0","0","0","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","2","1","417","2","5","5","27","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","16","16","10","2","1","1","1"
"練馬区","0","1","557","1","0","14","42","4","0","0","4","1","2","0","0","0","0","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","0","5","728","0","9","8","32","1","1","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","0","4","362","2","0","2","5","2","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","2","13","13","8","1","1","1","1"
"江戸川","0","2","617","2","1","11","37","2","3","0","2","0","1","4","0","0","1","0","0","0","0","0","0","0","19","19","12","2","0","0","0"
"八王子市","3","3","1298","1","2","20","61","3","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","18","18","11","2","1","1","1"
"町田市","2","2","1124","3","2","31","72","15","6","0","7","1","2","0","1","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","0","2","199","3","0","7","11","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","14","14","8","1","1","1","1"
"南多摩","0","2","459","0","0","12","36","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","1","1","396","0","0","11","25","6","5","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","21","21","14","2","1","1","1"
"多摩府中","0","1","1159","3","1","19","52","13","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","33","33","21","3","3","3","3"
"多摩小平","0","1","1056","0","12","16","102","1","0","3","6","1","0","1","0","0","0","0","0","1","0","0","0","0","23","23","15","2","2","2","2"
"島しょ","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","30","78","14400","23","41","241","878","86","43","6","65","7","12","9","3","0","11","0","0","3","0","3","0","5","418","418","263","39","25","25","25"


