"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年51週"
"集計期間終了週","2025年51週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","201","3","910","2","4","13","98","6","0","1","5","0","0","1","0","0","3","0","0","0","1","0","2","2","","","","","","",""
"区南部","212","3","804","4","3","15","96","4","0","1","6","0","0","0","0","0","3","0","0","0","0","1","0","0","","","","","","",""
"区西南部","261","6","933","2","0","13","123","5","0","0","1","0","1","2","0","0","0","0","0","2","0","0","10","1","","","","","","",""
"区西部","209","11","961","2","3","20","99","2","3","0","1","0","1","3","1","0","0","0","0","0","0","1","3","1","","","","","","",""
"区西北部","444","19","1501","8","2","31","126","8","1","2","2","1","1","0","0","0","3","0","0","0","0","0","2","1","","","","","","",""
"区東北部","312","23","1163","6","9","32","111","8","1","1","2","0","0","0","0","0","0","0","0","2","0","0","4","1","","","","","","",""
"区東部","322","10","1246","2","2","29","163","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","2","0","","","","","","",""
"西多摩","133","5","318","0","0","11","6","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","","","","","","",""
"南多摩","601","8","2574","6","1","102","154","20","1","3","3","0","3","1","0","0","0","0","0","0","0","0","0","10","","","","","","",""
"北多摩西部","152","2","518","0","0","27","41","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","1","","","","","","",""
"北多摩南部","296","7","1128","2","3","57","84","6","0","0","0","1","1","1","0","0","4","0","0","0","0","0","8","0","","","","","","",""
"北多摩北部","191","8","862","3","3","19","94","5","0","1","2","0","0","2","1","0","1","0","0","1","0","0","6","2","","","","","","",""
"島しょ","6","2","21","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","3340","107","12939","37","30","369","1204","68","6","9","22","2","7","11","2","0","16","1","0","8","2","2","39","19","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年51週"
"集計期間終了週","2025年51週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","219","5","926","1","4","17","104","4","1","1","2","0","0","1","0","0","1","0","1","0","1","0","3","2","","","","","","",""
"区南部","193","14","742","4","1","18","94","4","0","1","1","0","1","0","0","0","3","0","0","0","0","1","0","0","","","","","","",""
"区西南部","297","10","1047","2","0","13","93","1","0","0","1","0","1","2","0","0","2","0","0","2","0","0","4","1","","","","","","",""
"区西部","217","9","1031","2","4","18","83","7","3","0","1","0","1","3","1","0","1","0","0","0","0","1","1","1","","","","","","",""
"区西北部","397","18","1528","1","1","42","126","1","1","4","2","1","1","1","0","0","2","0","0","0","0","0","2","1","","","","","","",""
"区東北部","293","15","1365","4","7","23","88","3","1","1","2","0","1","0","1","0","1","0","0","2","0","0","3","2","","","","","","",""
"区東部","310","22","1292","1","2","26","143","0","1","1","2","0","0","1","0","0","0","0","0","0","1","0","2","0","","","","","","",""
"西多摩","123","2","322","0","0","10","8","2","0","0","1","0","0","0","0","0","0","1","0","3","0","0","1","0","","","","","","",""
"南多摩","633","18","2463","6","1","60","101","16","1","3","7","2","2","1","0","0","1","0","0","0","0","0","1","8","","","","","","",""
"北多摩西部","138","2","441","1","0","11","24","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","","","","","","",""
"北多摩南部","313","17","1166","2","1","38","75","4","1","2","3","1","1","1","0","0","4","0","0","0","0","0","9","0","","","","","","",""
"北多摩北部","262","10","901","1","3","15","89","4","0","1","3","0","0","2","1","0","1","0","0","1","0","0","4","1","","","","","","",""
"島しょ","4","1","20","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","3399","143","13244","25","24","291","1030","48","9","14","25","4","8","12","3","0","17","2","1","8","2","2","31","17","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年51週"
"集計期間終了週","2025年51週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","420","8","1836","3","4","30","202","10","1","1","7","0","0","1","0","0","4","0","1","0","1","0","5","2","32","32","20","2","4","4","4"
"区南部","405","17","1546","8","4","33","190","4","0","1","7","0","1","0","0","0","3","0","0","0","0","1","0","0","33","33","21","3","1","1","1"
"区西南部","558","16","1980","4","0","26","216","6","0","0","1","0","2","2","0","0","2","0","0","2","0","0","14","2","40","40","25","4","3","3","3"
"区西部","426","20","1992","2","7","38","182","9","3","0","2","0","2","3","1","0","1","0","0","0","0","1","4","2","39","39","25","4","4","4","4"
"区西北部","841","37","3029","9","3","73","252","9","1","6","4","2","2","1","0","0","5","0","0","0","0","0","4","1","56","56","35","6","2","2","2"
"区東北部","605","38","2528","10","16","55","199","11","1","1","4","0","1","0","1","0","1","0","0","2","0","0","7","3","40","40","25","4","1","1","1"
"区東部","632","32","2538","3","4","55","306","0","1","1","2","0","0","1","0","0","0","0","0","0","1","0","2","0","41","41","26","4","1","1","1"
"西多摩","256","7","640","0","0","21","14","5","0","0","1","0","0","0","0","0","0","1","0","3","0","0","2","0","14","14","8","1","1","1","1"
"南多摩","1234","26","5037","12","1","162","255","36","2","3","10","2","5","2","0","0","1","0","0","0","0","0","1","18","44","44","28","4","1","1","1"
"北多摩西部","290","2","959","1","0","38","65","3","0","0","0","0","0","0","0","0","3","1","0","0","0","0","1","1","21","21","14","2","1","1","1"
"北多摩南部","609","24","2294","2","4","95","159","10","1","2","3","2","1","1","0","0","4","0","0","0","0","0","17","0","33","33","21","3","3","3","3"
"北多摩北部","453","18","1763","4","6","34","183","9","0","1","5","0","0","2","1","0","1","0","0","1","0","0","10","3","23","23","15","2","2","2","2"
"島しょ","10","3","41","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","6739","248","26183","58","49","660","2234","112","10","16","46","6","14","13","3","0","25","2","1","8","2","2","67","32","418","418","264","39","25","25","25"


