"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2026年30週"
"集計期間終了週","2026年30週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","5","656","1","4","5","29","4","86","2","1","13","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区南部","6","3","476","10","8","13","49","0","116","0","2","20","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","8","4","809","5","2","9","50","2","107","0","2","22","2","0","0","0","2","0","0","0","0","0","2","1","","","","","","",""
"区西部","4","2","671","4","1","7","37","1","97","0","2","20","0","0","0","0","3","0","0","0","0","0","1","1","","","","","","",""
"区西北部","6","7","908","3","1","13","61","3","143","1","3","36","0","2","0","0","5","0","0","0","0","0","0","0","","","","","","",""
"区東北部","5","10","704","3","1","12","36","4","73","2","3","12","0","0","1","0","3","0","0","2","0","0","0","0","","","","","","",""
"区東部","6","2","724","0","2","11","53","0","95","1","3","30","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","1","2","141","0","0","1","5","0","14","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"南多摩","25","4","1698","2","2","12","83","13","169","5","4","40","1","3","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"北多摩西部","3","3","295","0","0","4","18","1","30","0","0","13","1","2","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","5","3","786","0","3","7","35","2","128","0","2","15","0","3","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"北多摩北部","1","3","569","5","9","4","48","3","91","0","4","5","1","1","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"島しょ","0","0","16","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"合計","74","48","8453","33","33","100","505","33","1149","11","26","230","7","12","1","0","17","0","0","5","0","0","4","3","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2026年30週"
"集計期間終了週","2026年30週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","6","677","4","2","8","32","2","89","2","2","16","1","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"区南部","4","2","450","4","3","7","33","1","77","0","3","21","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"区西南部","11","1","742","4","2","9","44","1","82","0","2","20","2","1","0","0","2","0","0","0","0","0","2","1","","","","","","",""
"区西部","5","7","639","4","1","7","29","1","78","0","2","16","2","4","1","0","1","0","0","2","0","0","1","1","","","","","","",""
"区西北部","5","12","890","1","4","12","47","5","124","1","2","26","0","2","0","0","3","0","0","0","1","0","0","0","","","","","","",""
"区東北部","5","13","760","9","2","8","42","1","59","1","4","10","0","2","1","0","2","0","0","2","0","0","0","0","","","","","","",""
"区東部","3","5","698","2","1","19","29","2","81","1","1","21","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","1","2","120","0","0","2","8","1","7","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"南多摩","21","3","1589","4","3","11","56","10","140","1","4","41","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北多摩西部","3","5","265","1","0","3","5","4","31","0","0","10","1","2","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","3","3","747","0","3","2","28","2","125","1","2","18","1","1","0","0","1","0","0","1","1","0","1","1","","","","","","",""
"北多摩北部","1","5","550","3","4","6","26","3","96","0","1","16","1","1","0","0","0","0","0","2","0","0","0","1","","","","","","",""
"島しょ","0","0","14","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"合計","68","64","8141","36","25","96","380","33","989","7","23","217","10","15","2","0","11","0","0","8","2","0","5","6","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2026年30週"
"集計期間終了週","2026年30週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","11","1333","5","6","13","61","6","175","2","3","29","1","1","0","0","0","0","0","0","0","0","0","1","32","32","20","2","4","4","4"
"区南部","10","5","926","14","11","20","82","1","193","0","5","41","2","0","0","0","0","0","0","0","0","0","0","1","33","33","21","3","1","1","1"
"区西南部","19","5","1551","9","2","18","94","3","189","0","4","42","2","1","0","0","2","0","0","0","0","0","4","1","40","40","25","4","3","3","3"
"区西部","9","9","1310","4","2","14","66","1","175","0","2","36","2","4","1","0","4","0","0","2","0","0","1","1","39","39","25","4","4","4","4"
"区西北部","11","19","1798","4","5","25","108","8","267","2","5","62","0","2","0","0","8","0","0","0","1","0","0","0","55","55","35","6","2","2","2"
"区東北部","10","23","1464","12","3","20","78","5","132","3","7","22","0","2","2","0","5","0","0","2","0","0","0","0","40","40","25","4","1","1","1"
"区東部","9","7","1422","2","3","30","82","2","176","1","4","51","0","0","0","0","0","0","0","0","0","0","0","0","41","41","26","4","1","1","1"
"西多摩","1","4","261","0","0","3","13","1","21","0","0","6","0","0","0","0","0","0","0","2","0","0","0","0","14","14","8","1","1","1","1"
"南多摩","46","7","3287","6","5","23","139","23","309","6","8","81","1","4","0","0","3","0","0","0","0","0","0","0","45","45","28","4","1","1","1"
"北多摩西部","3","8","560","1","0","7","23","5","61","0","0","23","1","2","0","0","3","0","0","0","0","0","0","0","21","21","14","2","1","1","1"
"北多摩南部","8","6","1533","0","6","9","63","4","253","1","4","33","1","4","0","0","1","0","0","1","1","0","1","1","33","33","21","3","3","3","3"
"北多摩北部","2","8","1119","8","13","10","74","6","187","0","5","21","1","1","0","0","0","0","0","3","0","0","0","1","23","23","15","2","2","2","2"
"島しょ","0","0","30","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","1","0","1","1","1"
"合計","138","112","16594","65","56","196","884","65","2138","15","47","447","11","21","3","0","26","0","0","10","2","0","7","6","418","418","264","39","25","25","25"


