"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2026年18週"
"集計期間終了週","2026年18週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","922","4","2","10","61","4","5","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区南部","3","6","628","3","3","21","69","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","15","5","982","0","0","14","72","6","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"区西部","3","8","883","2","0","17","42","1","2","0","4","0","0","0","1","0","1","0","0","1","0","0","0","0","","","","","","",""
"区西北部","6","15","1376","4","3","30","74","2","2","1","7","1","0","5","0","0","3","0","0","0","0","1","0","1","","","","","","",""
"区東北部","1","11","1097","6","2","34","77","3","1","0","3","0","1","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"区東部","3","4","1086","1","4","41","47","9","4","0","5","0","2","0","0","0","0","0","0","0","0","1","0","0","","","","","","",""
"西多摩","2","2","132","0","0","9","11","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","5","10","2346","3","4","59","111","13","1","1","6","1","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩西部","0","1","408","0","0","14","27","4","1","0","3","0","1","0","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","2","4","1084","2","4","19","55","5","0","0","4","0","2","0","0","0","0","0","0","0","1","0","0","2","","","","","","",""
"北多摩北部","1","6","878","1","4","15","92","2","0","0","4","0","1","0","0","0","1","0","0","0","0","1","0","0","","","","","","",""
"島しょ","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","41","74","11838","26","26","283","738","50","16","3","45","3","11","7","1","0","9","0","0","1","1","3","0","6","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2026年18週"
"集計期間終了週","2026年18週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","3","877","2","1","8","58","8","5","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区南部","3","6","655","1","1","12","38","3","0","1","5","0","1","0","0","0","0","0","0","0","0","1","0","0","","","","","","",""
"区西南部","16","7","975","4","1","11","67","3","0","1","2","0","0","1","0","0","1","0","0","0","0","0","0","3","","","","","","",""
"区西部","6","7","943","2","1","5","38","2","5","0","2","0","0","0","1","0","1","0","0","1","0","0","1","0","","","","","","",""
"区西北部","5","8","1381","2","2","30","61","3","1","1","5","1","0","2","1","0","3","0","0","0","0","1","0","1","","","","","","",""
"区東北部","6","6","1272","6","5","13","56","4","2","0","7","0","1","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"区東部","2","3","1126","2","1","32","60","5","3","0","3","1","2","1","0","0","1","0","0","0","0","1","0","1","","","","","","",""
"西多摩","1","2","127","1","0","6","17","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"南多摩","4","10","2166","5","1","55","76","6","2","2","7","2","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北多摩西部","1","3","393","0","0","10","24","1","1","0","3","0","1","0","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","2","7","960","1","2","17","40","7","0","0","6","0","2","0","0","0","1","0","0","0","1","0","0","1","","","","","","",""
"北多摩北部","1","8","855","1","2","17","65","2","1","1","4","0","1","0","0","0","1","0","0","1","0","1","0","0","","","","","","",""
"島しょ","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","48","70","11744","27","17","216","600","45","20","6","46","5","12","5","2","0","13","0","0","2","1","4","1","9","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2026年18週"
"集計期間終了週","2026年18週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","5","1799","6","3","18","119","12","10","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","32","32","20","2","4","4","4"
"区南部","6","12","1283","4","4","33","107","3","0","2","6","0","1","0","0","0","0","0","0","0","0","1","0","0","32","32","20","3","1","1","1"
"区西南部","31","12","1957","4","1","25","139","9","0","1","6","0","0","1","0","0","1","0","0","0","0","0","0","5","40","40","25","4","3","3","3"
"区西部","9","15","1826","4","1","22","80","3","7","0","6","0","0","0","2","0","2","0","0","2","0","0","1","0","39","39","25","4","4","4","4"
"区西北部","11","23","2757","6","5","60","135","5","3","1","12","1","0","7","1","0","3","0","0","0","0","1","0","1","56","56","35","6","2","2","2"
"区東北部","7","17","2369","12","7","47","133","7","3","0","10","0","2","0","0","0","2","0","0","0","0","0","0","1","40","40","25","4","1","1","1"
"区東部","5","7","2212","3","5","73","107","14","7","0","8","1","2","1","0","0","1","0","0","0","0","1","0","1","41","41","26","4","1","1","1"
"西多摩","3","2","259","1","0","15","28","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","14","14","8","1","1","1","1"
"南多摩","9","20","4512","8","5","114","187","19","3","3","13","3","2","3","0","0","1","0","0","0","0","0","0","0","45","45","28","4","1","1","1"
"北多摩西部","1","4","801","0","0","24","51","5","1","0","3","0","1","0","0","0","3","0","0","0","0","0","0","0","21","21","14","2","1","1","1"
