"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2026年13週"
"集計期間終了週","2026年13週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","54","9","759","5","0","11","62","2","0","0","3","0","1","0","0","0","0","0","0","0","1","0","0","1","","","","","","",""
"区南部","69","19","542","3","1","14","52","1","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","56","17","742","3","0","9","80","6","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","",""
"区西部","52","22","719","2","2","7","42","2","1","0","4","0","0","2","2","0","0","0","0","0","0","0","1","1","","","","","","",""
"区西北部","105","21","1052","3","0","19","92","5","0","1","2","0","1","0","0","0","3","0","0","0","0","0","1","0","","","","","","",""
"区東北部","63","20","973","3","1","14","66","1","1","0","2","1","2","1","0","0","1","0","0","0","0","1","0","0","","","","","","",""
"区東部","99","21","876","3","3","25","78","4","2","1","0","0","2","1","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"西多摩","30","3","157","0","0","1","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","145","32","1985","0","2","52","141","14","0","1","5","0","1","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"北多摩西部","58","10","392","0","0","15","37","2","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
