"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2026年37週"
"集計期間終了週","2026年37週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","4","4","836","18","0","0","12","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1"
"～1歳","16","7","*","27","2","2","45","0","13","0","7","9","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0"
"1歳","59","31","4950","89","7","8","77","1","57","0","23","42","0","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"2歳","57","23","*","56","8","13","42","1","40","0","6","39","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","98","15","*","14","2","8","43","1","9","1","2","22","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","101","23","*","6","3","21","40","2","10","0","1","20","1","0","0","0","0","0","0","0","0","0","2","0","1","0","2","0","1","0","2","0","0","0"
"5歳","137","22","3125","3","3","23","48","2","6","0","0","16","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","166","21","*","1","1","16","41","1","3","0","0","11","4","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"7歳","147","27","*","0","0","17","33","2","2","0","0","4","1","3","0","0","0","0","0","1","0","0","3","0","2","1","0","0","0","1","0","0","0","0"
"8歳","129","24","*","0","0","11","24","0","2","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","111","21","*","0","0","7","24","1","1","0","0","6","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"10～14歳","349","93","1223","0","0","24","86","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","4","1","1","0","1","0","0","3","1","0","0","1"
"15～19歳","166","52","517","0","0","3","27","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"20～29歳","89","32","402","0","1","4","29","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","86","30","415","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","1","1","0","0","1","1","0","0","1","0","0","1"
"40～49歳","110","42","435","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50～59歳","92","26","394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","52","20","259","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"70～79歳","27","15","187","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","5","1","0","0","2","0","0","3","2","0","0","1"
"80歳以上","4","6","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"合計","2000","534","12832","214","27","157","571","15","146","2","40","175","10","10","3","1","10","0","0","6","0","0","27","9","5","1","9","1","2","15","9","0","0","9"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2026年37週"
"集計期間終了週","2026年37週"
"性別","女性"

