"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2026年36週"
"集計期間終了週","2026年36週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","8","9","41","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","5","","","","","","",""
"中央区","10","2","144","2","1","0","13","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"みなと","10","2","188","4","1","4","5","0","3","0","1","5","0","1","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"新宿区","22","6","141","3","0","2","9","0","3","0","2","1","0","0","0","0","1","0","0","0","0","0","1","6","","","","","","",""
"文京","42","13","264","3","0","2","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"台東","18","8","248","4","0","2","27","1","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","18","9","102","1","0","0","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"江東区","53","12","372","11","0","7","35","2","18","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","26","5","174","1","0","1","11","0","3","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","13","2","136","3","0","1","5","1","1","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
