"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年51週"
"集計期間終了週","2025年51週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","8","2","627","11","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"～1歳","34","2","*","3","3","0","56","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","127","4","3883","9","5","7","144","3","2","2","12","0","0","7","1","0","0","0","0","0","0","0","4","0","0","0","2","0","0","2","2","0","0","0"
"2歳","164","3","*","7","7","22","136","3","1","3","5","1","1","0","0","0","2","0","0","1","0","0","2","0","0","0","2","0","0","0","2","0","0","0"
"3歳","136","0","*","2","2","41","95","3","0","0","2","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"4歳","155","1","*","2","5","38","70","5","0","2","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","191","2","2972","0","2","42","88","7","2","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","153","3","*","2","0","53","102","3","0","0","0","0","3","0","1","0","2","0","0","2","0","1","2","0","0","0","1","0","0","1","1","0","0","0"
"7歳","143","2","*","0","1","30","75","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","1","0","0","1","1","0","0","1"
"8歳","145","2","*","0","2","27","72","7","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"9歳","138","7","*","0","1","22","72","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"10～14歳","640","11","1675","1","1","76","172","19","0","0","0","1","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
"15～19歳","296","5","617","0","0","5","37","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","1","1","0","0","1","1","0","0","0"
"20～29歳","349","11","746","0","1","6","80","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"30～39歳","200","8","558","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40～49歳","161","12","590","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","146","15","496","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1"
"60～69歳","97","8","391","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5","2","1","1","0","0","0","3","0","0","0","2"
