"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","58","0","0","4","7","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","12","4","3","0","2","2","2"
"中央区","3","42","0","1","3","11","0","38","0","1","4","0","0","0","0","1","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","6","71","1","2","5","18","0","73","5","3","8","0","0","0","0","0","0","0","0","0","0","0","17","9","6","0","1","1","1"
"新宿区","2","100","0","1","9","19","1","63","3","2","12","0","0","0","0","2","0","0","2","0","0","0","9","12","8","2","2","2","2"
"文京","0","78","2","1","14","15","0","48","4","0","2","2","0","0","0","4","0","0","0","0","0","0","14","7","4","1","1","1","1"
"台東","1","48","1","2","9","27","2","96","1","6","12","0","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","2","105","1","0","5","10","0","68","0","1","5","0","4","0","0","0","0","0","6","0","0","1","12","8","5","1","1","1","1"
"江東区","2","103","1","1","17","35","1","203","1","3","18","1","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","3","85","1","1","5","29","0","73","0","2","36","0","0","0","0","1","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","1","53","1","2","5","6","2","68","4","0","10","0","3","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","4","181","7","10","18","49","4","228","4","4","62","1","1","0","0","0","0","0","2","0","0","0","12","21","13","2","1","1","1"
"世田谷","7","215","6","2","23","46","4","189","6","0","44","1","0","0","0","2","0","2","2","0","0","1","15","25","16","2","2","2","2"
"渋谷区","1","44","0","0","3","7","1","33","1","0","3","0","0","0","0","2","0","0","0","0","0","0","12","7","4","1","1","1","1"
"中野区","6","100","2","1","21","26","2","111","0","1","34","1","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","3","129","1","8","6","37","2","112","10","3","18","0","0","0","0","0","0","0","7","1","0","2","26","17","11","1","2","2","2"
"池袋","0","64","2","1","7","7","3","67","0","0","12","0","0","0","0","5","0","0","1","0","0","0","0","8","5","1","1","1","1"
"北区","1","131","1","2","12","10","3","99","3","6","20","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","6","60","2","1","10","17","0","94","2","4","16","0","0","1","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","159","2","1","11","14","1","55","7","1","14","0","0","0","0","0","0","0","0","0","0","1","11","16","10","2","1","1","1"
"練馬区","3","166","2","1","42","32","4","188","4","2","58","0","0","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","5","188","8","12","33","35","3","79","1","6","33","2","1","1","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","8","113","0","0","5","11","0","80","0","0","20","0","0","0","0","0","0","0","4","0","0","0","10","13","8","1","1","1","1"
"江戸川","13","193","9","2","18","47","5","73","0","3","20","0","0","2","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","3","189","3","1","42","54","0","223","2","6","38","1","0","0","0","1","0","0","0","0","0","0","15","17","10","2","1","1","1"
"町田市","2","133","0","2","21","31","3","95","2","2","20","0","0","0","0","1","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","116","0","0","1","12","0","29","4","0","3","0","0","0","0","0","0","0","0","0","0","0","12","13","7","1","1","1","1"
"南多摩","1","121","1","0","7","9","0","80","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","1","164","6","0","25","27","3","148","4","5","27","1","0","0","0","0","0","0","0","0","0","0","5","21","14","2","1","1","1"
"多摩府中","16","311","6","6","48","53","13","439","25","6","75","1","8","0","0","1","0","0","3","0","0","2","26","33","21","3","3","3","3"
"多摩小平","10","254","12","9","43","59","4","426","0","5","35","2","2","0","0","0","0","0","1","0","0","0","19","23","15","2","2","2","2"
"島しょ","0","29","0","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2","1","0","1","1","1"
"合計","111","3803","78","70","472","760","62","3603","94","72","676","13","21","4","0","20","0","2","28","1","0","7","237","417","262","39","25","25","25"
