"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","3","7","0","0","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"〜1歳","9","6","0","1","72","8","0","3","16","0","1","0","2","0","0","0","0","0","0","0"
"1歳","25","8","5","9","159","22","3","1","15","0","2","0","0","0","0","0","0","0","0","0"
"2歳","27","0","1","6","103","23","4","0","3","0","1","3","0","1","0","1","0","0","0","0"
"3歳","34","2","1","12","108","37","2","2","0","0","0","10","1","0","0","0","0","0","0","0"
"4歳","41","0","4","19","78","21","0","2","0","0","1","9","1","0","0","0","0","0","1","0"
"5歳","47","0","2","29","83","14","2","3","0","0","1","8","0","0","0","1","0","0","1","0"
"6歳","42","0","2","27","66","9","0","3","0","0","0","7","0","0","0","0","0","0","1","0"
"7歳","58","0","1","24","72","3","0","3","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","49","0","2","15","47","3","0","1","0","0","0","3","0","0","0","0","0","0","0","0"
"9歳","34","0","0","13","37","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0"
"10〜14歳","100","0","3","20","97","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"15〜19歳","24","0","0","2","18","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","73","0","1","8","120","3","0","0","0","0","1","1","0","0","0","3","0","0","0","0"
"30〜39歳","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","742","23","22","185","1062","148","11","18","34","1","7","50","4","2","0","8","0","0","4","1"
