"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","33","37","14","29","0","0","5","0","0","0","",""
"区南部","13","1","5","5","0","0","2","0","0","0","",""
"区西南部","4","2","1","1","0","0","2","1","0","0","",""
"区西部","31","20","20","27","0","5","7","3","0","0","",""
"区西北部","14","3","2","8","0","0","4","3","1","0","",""
"区東北部","0","0","0","0","0","0","3","2","0","0","",""
"区東部","19","11","0","8","0","2","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","10","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","115","74","42","78","0","7","38","10","1","0","",""
