"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","3","0"
"1〜4歳","0","0","0","0","0","0","5","11","0"
"5〜9歳","0","0","0","0","0","0","8","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","0","1","0","0","0","0","0"
"20〜24歳","18","5","9","13","0","0","1","0","0"
"25〜29歳","15","7","6","9","0","2","1","0","0"
"30〜34歳","25","7","5","15","0","1","1","0","0"
"35〜39歳","10","4","8","11","0","0","2","0","0"
"40〜44歳","7","4","2","3","0","0","1","0","0"
"45〜49歳","7","3","2","6","1","0","1","1","0"
"50〜54歳","4","0","2","3","0","0","0","0","0"
"55〜59歳","1","2","3","1","0","0","5","1","0"
"60〜64歳","4","1","1","0","0","1","3","2","0"
"65〜69歳","0","0","0","0","0","0","3","3","0"
"70歳以上","0","2","2","0","0","0","27","3","1"
"合計","95","35","40","62","1","4","62","26","1"
