"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","6","1","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","3","4","0","0","4","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","9","7","0","10","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"新宿区","4","19","12","1","12","3","0","2","1","1","0","0","0","0","0","3","0","0","0","0","0","0","2","","","","","",""
"文京","3","16","1","0","4","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","4","8","2","0","15","16","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","19","4","0","7","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"江東区","8","14","7","0","14","30","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","16","4","0","7","21","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","4","4","1","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","9","38","19","6","15","34","2","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"世田谷","18","39","15","2","20","48","2","2","5","0","0","0","2","1","1","5","0","0","0","0","0","0","2","","","","","",""
"渋谷区","4","4","3","1","2","4","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","","","","","",""
"中野区","9","19","2","1","16","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","8","21","7","3","4","13","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","13","13","9","1","4","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北区","14","17","6","3","13","20","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","13","8","9","0","10","12","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","16","9","0","22","8","0","0","4","0","0","0","0","0","0","3","0","0","1","0","0","0","1","","","","","",""
"練馬区","19","37","17","1","30","14","0","1","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","10","16","17","4","4","35","0","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","2","22","3","0","13","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"江戸川","10","27","22","1","19","19","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","8","20","17","0","29","48","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"町田市","6","8","1","0","22","32","0","0","1","3","0","1","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","22","0","0","4","19","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"南多摩","5","20","3","0","12","16","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","13","38","11","1","27","15","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","25","51","18","2","54","49","1","1","4","3","1","0","1","0","0","0","1","0","0","0","0","1","5","","","","","",""
"多摩小平","11","61","12","1","34","37","1","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","7","","","","","",""
"島しょ","0","1","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","241","613","242","29","437","557","14","12","19","44","3","10","4","1","1","19","2","0","2","0","0","2","27","","","","","",""
