"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","13","0","0","4","1","17","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","35","3","0","34","1","232","0","17","60","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","60","10","4","70","1","811","1","32","162","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","2","29","6","9","59","2","533","4","6","154","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","13","5","19","52","4","214","8","1","87","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","0","4","6","34","44","3","130","12","1","69","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","1","3","5","34","45","3","70","6","0","38","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","1","22","28","9","56","5","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","2","0","0","26","33","3","28","7","0","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","8","15","7","16","5","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","1","8","11","6","5","0","1","8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","2","15","33","7","21","4","0","13","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","3","6","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","0","21","78","0","53","1","0","17","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","17","157","39","203","512","48","2187","53","58","670","8","14","3","0","6","0","0","4","0","0","0","0","0","0","0","0","0","0"
