"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","19","22","1","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","4","3","0","2","2","2"
"中央区","16","9","0","0","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","32","19","6","0","11","18","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","3","7","9","6","0","1","1","1"
"新宿区","75","35","10","7","17","16","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","12","8","2","2","2","2"
"文京","48","25","1","0","7","24","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","5","7","4","1","1","1","1"
"台東","73","10","0","0","22","38","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","61","50","4","0","9","5","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","5","8","5","1","1","1","1"
"江東区","146","35","12","1","13","50","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","87","39","1","0","4","36","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","32","21","3","0","6","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","128","63","17","6","35","88","1","3","2","4","0","2","0","0","0","1","0","0","0","0","0","0","2","21","13","2","1","1","1"
"世田谷","150","72","13","1","26","66","9","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","6","23","16","2","2","2","2"
"渋谷区","43","19","1","0","3","6","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","11","7","4","1","1","1","1"
"中野区","108","38","9","1","48","43","2","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","129","60","3","0","9","31","8","0","0","2","0","0","0","0","0","0","0","0","2","0","0","1","4","17","11","1","2","2","2"
"池袋","38","40","4","1","3","13","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","1"
"北区","133","44","2","3","37","21","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","106","19","8","0","20","23","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","152","61","1","0","20","26","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","1","6","16","10","2","1","1","1"
"練馬区","214","85","5","2","33","35","3","0","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","153","78","14","12","54","52","2","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"葛飾区","121","51","4","0","24","16","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","4","13","8","1","1","1","1"
"江戸川","180","57","27","2","22","62","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","347","78","19","1","41","80","3","0","1","4","0","0","1","0","0","0","0","0","0","0","0","1","6","18","11","2","1","1","1"
"町田市","164","45","0","0","46","42","3","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","111","51","0","0","11","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","14","8","1","1","1","1"
"南多摩","207","40","2","1","10","26","2","0","0","2","1","1","0","0","0","1","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","206","77","5","4","47","43","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","3","21","14","2","1","1","1"
"多摩府中","401","109","9","3","86","90","4","2","7","6","0","2","1","0","0","2","1","0","0","0","0","10","22","33","21","3","3","3","3"
"多摩小平","222","88","9","6","70","100","1","0","0","5","0","1","0","0","0","0","0","0","0","0","0","1","13","22","14","2","2","2","2"
"島しょ","1","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","3903","1446","190","51","739","1109","49","16","23","51","5","9","3","2","0","11","1","0","2","0","0","19","120","415","262","39","25","25","25"
