"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","1","0","0","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","0","0","0","60","6","2","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","5","4","1","154","17","8","2","12","0","0","0","0","1","0","1","0","0","0","0","3","0","0"
"2歳","1","0","2","1","128","25","8","1","1","0","0","1","0","5","0","0","0","0","0","0","0","0","0"
"3歳","3","0","4","4","120","20","5","3","0","0","0","2","0","9","0","0","0","0","0","0","0","0","0"
"4歳","7","0","4","7","140","17","8","4","0","0","0","0","0","12","0","0","0","0","1","0","1","0","0"
"5歳","1","0","3","8","106","2","8","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"6歳","2","0","1","10","65","9","2","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"7歳","5","0","0","5","58","5","3","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0"
"8歳","5","0","0","5","30","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","1","40","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"10〜14歳","5","0","0","9","66","0","1","4","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0"
"15〜19歳","0","0","0","0","20","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","5","5","0","5","280","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","54","11","18","56","1272","109","46","20","24","1","0","3","0","52","0","1","0","4","2","0","6","0","0"
