"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央区","1","0","0","5","17","5","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","1","1","5","7","20","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","3","0","0","4","54","2","1","1","0","0","0","0","0","0","2","0","0","7","0","0","0","0","0","7","6","2","2","0","0"
"文京","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","1","4","3","1","1","0","0"
"台東","0","0","1","9","29","5","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","0","0","0","9","37","9","0","3","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"江東区","7","0","0","7","27","8","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","0","0","0","6","42","5","0","4","1","0","0","0","1","6","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","3","0","0","5","8","1","0","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","1","0","4","17","78","20","0","4","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","3","0","0","3","60","14","0","3","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","9","8","0","2","0","0"
"渋谷区","0","0","3","0","27","8","0","1","1","0","1","0","0","1","0","0","0","2","0","0","0","0","0","5","4","1","2","0","0"
"中野区","3","0","0","10","52","8","0","0","2","0","0","0","0","1","2","0","0","0","0","0","1","0","0","7","6","0","1","0","0"
"杉並","0","0","0","5","56","2","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","0","0","0","0","9","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","1","0","0"
"北区","2","0","0","12","36","9","0","1","6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","0","0","0","8","14","3","0","1","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","2","0","0","0","19","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","7","6","0","1","0","0"
"練馬区","1","0","0","10","29","6","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","1","0","0","3","28","9","0","7","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","2","0","0","12","31","11","0","2","5","0","0","0","0","2","2","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"江戸川","5","0","1","12","60","6","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"八王子","0","0","0","0","7","2","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","1","0","0"
"町田市","0","0","0","0","17","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","2","1","0","0","0"
"西多摩","1","0","0","11","25","9","0","7","2","0","5","0","1","0","0","0","0","0","0","0","0","0","0","7","5","0","1","0","0"
"南多摩","2","0","0","0","37","4","0","3","4","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4","3","0","0","0","0"
"多摩立川","1","0","1","3","15","3","1","2","0","0","0","0","2","1","0","0","0","6","0","0","0","0","0","8","6","1","1","0","0"
"多摩府中","0","0","0","5","50","10","0","1","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","13","10","1","2","0","0"
"多摩小平","4","0","6","17","81","13","0","0","8","0","0","0","0","2","0","0","0","3","0","0","0","0","0","8","6","1","2","0","0"
"島しょ","0","0","0","1","26","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0"
"合計","43","1","21","181","1001","186","2","54","68","2","10","1","6","33","8","1","0","26","1","0","3","0","1","178","142","14","25","0","0"
