"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","9","9","10","115","23","0","1","7","1","3","1","0","0","0","0","0","0","0","0","1","0","","","","","",""
"区南部","3","12","6","14","199","13","4","6","8","0","2","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","13","12","21","27","138","4","1","2","10","0","0","2","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区西部","3","11","0","13","121","11","1","0","5","0","0","2","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","16","8","2","19","284","15","5","0","8","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","9","7","9","26","322","16","2","1","6","0","1","4","1","1","0","1","0","0","1","0","0","0","","","","","",""
"区東部","7","9","12","27","188","20","2","4","16","0","2","10","0","0","0","1","0","0","1","0","0","0","","","","","",""
"西多摩","1","4","3","5","22","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","12","20","11","62","285","24","6","2","9","0","4","3","4","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","10","0","15","46","16","2","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","16","11","11","39","150","20","2","1","3","0","0","3","1","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","5","18","9","39","111","3","7","4","4","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","94","135","93","296","1981","165","35","21","81","1","13","28","8","4","0","5","0","0","4","0","1","0","","","","","",""
