"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","9","0","0","12","4","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","17","2","2","101","11","3","0","54","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","12","12","22","16","271","23","5","2","77","0","1","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","19","4","7","28","254","29","7","2","21","0","1","2","0","1","0","0","0","0","2","0","1","0","0","0","0","0","1","0"
"3歳","26","3","5","57","237","15","0","4","2","0","0","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","31","0","12","93","213","34","0","3","1","0","0","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","16","1","2","89","183","27","2","2","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","25","0","4","75","146","13","0","1","0","1","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","25","0","2","49","134","6","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","13","0","3","56","100","1","1","2","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","15","0","3","31","85","8","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","88","0","3","41","190","4","1","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","11","0","0","1","39","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","18","0","2","33","287","3","0","0","0","0","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"30〜39歳","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","1","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","426","46","67","571","2252","179","19","20","159","2","2","37","13","4","0","21","0","2","7","1","2","0","0","0","0","0","2","0"
