"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","2","7","0","0","16","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","2","13","2","2","74","10","1","1","21","0","0","1","0","0","2","0","1","0","0","0","0","0","0"
"1歳","24","22","2","5","190","27","5","1","14","1","0","3","0","0","2","0","0","0","0","0","0","0","0"
"2歳","31","6","2","7","136","24","5","1","2","0","0","1","0","0","1","0","0","0","0","0","2","0","0"
"3歳","45","6","3","6","124","16","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4歳","85","1","1","17","139","25","3","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"5歳","82","0","3","19","89","16","0","1","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0"
"6歳","78","1","1","16","90","9","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","87","0","2","15","67","6","0","3","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"8歳","67","0","1","8","61","3","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","77","0","2","7","47","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","143","0","0","12","108","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","24","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","76","0","0","10","369","1","0","2","0","1","0","0","0","2","0","0","0","2","0","0","1","0","1"
"30〜39歳","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1014","56","19","124","1542","142","16","18","38","2","0","8","0","9","9","0","1","5","0","0","5","0","1"
