"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","30","2","9","46","2","99","3","4","34","0","0","0","0","4","0","0","0","0","0","0","","","","","",""
"区南部","1","12","3","13","29","3","56","1","3","16","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","9","37","6","19","51","5","98","0","7","25","3","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区西部","0","37","2","22","43","1","65","2","4","27","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","3","36","3","3","28","9","104","1","5","48","2","0","0","0","3","0","0","0","0","0","0","","","","","",""
"区東北部","1","47","0","11","53","4","111","8","4","41","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","0","38","3","12","38","1","68","4","5","22","4","1","1","0","0","0","0","1","0","0","0","","","","","",""
"西多摩","0","1","0","4","13","0","25","0","1","6","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","5","27","7","26","71","6","140","1","4","56","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","5","0","7","13","1","64","1","0","26","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","25","2","5","30","5","94","4","11","31","0","2","1","0","3","0","0","0","1","0","0","","","","","",""
"北多摩北部","0","27","7","10","22","4","81","5","3","21","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","10","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","24","322","35","141","437","41","1015","30","51","358","14","6","2","0","15","0","0","2","1","0","1","","","","","",""
