"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","11","0","4","0","4","9","0","0","4","0","0","2","0","0","0","2","0","0","0","0","4","3","1","0","0","0"
"みなと","40","0","10","8","62","12","0","1","5","0","0","0","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","35","0","0","5","20","5","0","0","1","0","0","1","0","0","0","2","0","0","3","0","9","6","2","2","2","0"
"文京","31","0","0","2","15","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","5","3","1","1","1","0"
"台東","11","0","0","1","32","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","37","0","0","8","28","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","69","0","1","5","67","3","0","1","4","0","0","8","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","41","0","1","12","38","8","2","1","3","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","7","0","0","4","13","4","0","1","2","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","119","2","8","11","67","12","1","7","5","0","0","1","1","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","116","0","0","17","71","11","0","2","2","0","0","2","1","0","0","0","0","0","0","0","15","8","2","2","2","0"
"渋谷区","36","0","1","1","25","5","0","0","5","0","0","2","0","0","0","2","0","0","0","0","6","4","1","1","1","0"
"中野区","71","0","0","4","57","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","105","0","0","7","42","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","12","6","1","1","1","0"
"池袋","34","0","0","1","24","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","31","0","0","1","38","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","12","0","0","8","22","9","0","0","0","0","0","4","0","0","0","1","0","0","0","0","4","2","1","0","0","0"
"板橋区","43","0","0","0","21","5","0","0","0","0","0","0","1","0","1","1","0","0","0","0","12","6","2","1","1","0"
"練馬区","101","0","0","8","23","7","0","0","1","0","0","8","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"足立","47","0","0","5","27","9","0","1","0","0","0","1","0","0","1","2","0","0","0","0","12","5","2","0","0","0"
"葛飾区","84","0","0","14","14","3","0","0","2","0","0","0","0","0","1","1","0","0","2","0","8","3","1","1","1","0"
"江戸川","89","2","0","50","49","5","0","0","4","1","0","6","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"八王子市","156","0","4","34","58","16","0","0","6","1","0","8","2","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","119","1","0","24","39","15","1","1","10","0","0","5","2","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","170","0","0","1","21","9","0","0","1","0","0","2","0","1","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","53","2","0","14","23","5","0","0","2","3","0","1","0","0","0","1","0","0","0","0","9","4","1","0","0","0"
"多摩立川","93","0","0","10","15","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","161","0","1","6","36","6","0","0","6","0","0","1","0","0","0","1","0","0","0","0","20","9","3","2","3","0"
"多摩小平","244","1","3","13","61","9","1","0","5","0","1","4","0","0","0","3","0","0","0","0","14","6","2","2","2","0"
"島しょ","13","0","0","0","17","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","2183","9","33","274","1040","183","6","15","80","6","2","64","8","1","3","16","0","0","5","0","287","148","39","24","25","0"
