"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","1","0","3","13","0","26","1","0","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","20","1","4","6","0","32","2","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","5","0","10","15","2","31","0","1","11","0","1","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","0","1","1","1","6","0","41","0","1","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","5","0","3","18","0","53","1","2","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","0","0","3","1","22","1","2","7","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","1","11","0","6","26","1","51","0","2","10","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","3","2","6","14","2","37","1","1","20","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","6","0","7","6","1","38","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","3","10","4","13","37","4","126","3","0","37","0","1","1","0","2","0","0","0","0","0","0","","","","","",""
"世田谷","0","10","2","10","31","5","94","0","7","29","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","0","0","11","0","37","0","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","1","1","8","13","0","76","1","1","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","6","1","5","23","2","75","1","4","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","6","0","1","3","0","19","0","2","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","1","0","2","17","2","61","1","0","22","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","7","0","2","13","2","64","4","1","12","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","4","0","0","7","7","1","56","2","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","4","4","5","20","5","85","2","0","51","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"足立","0","8","0","11","27","3","91","8","3","30","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","0","4","0","4","33","0","25","0","2","32","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","1","5","4","14","20","1","42","4","4","18","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","9","3","24","34","2","150","3","2","73","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","4","15","25","0","74","1","5","19","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","0","7","0","76","2","2","15","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","3","2","4","7","3","77","0","1","29","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","3","0","8","21","1","158","2","3","49","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","7","0","15","30","6","224","7","4","56","0","5","0","0","0","0","0","2","0","0","0","","","","","",""
"多摩小平","0","18","9","15","26","4","230","6","7","44","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","17","157","39","203","512","48","2187","53","58","670","8","14","3","0","6","0","0","4","0","0","0","","","","","",""
