"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","20","0","0"
"1〜4歳","0","0","0","0","0","0","5","4","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","2","2","0","1","0","0","0","0","0"
"20〜24歳","14","5","7","9","0","0","0","0","0"
"25〜29歳","31","6","18","7","0","0","0","0","0"
"30〜34歳","27","9","18","10","0","0","0","0","1"
"35〜39歳","29","10","17","6","0","0","1","0","0"
"40〜44歳","14","12","8","8","0","0","1","0","0"
"45〜49歳","15","7","3","9","1","0","2","0","0"
"50〜54歳","7","6","11","2","0","0","1","0","0"
"55〜59歳","5","0","2","2","0","0","1","0","0"
"60〜64歳","2","4","1","1","0","0","1","0","0"
"65〜69歳","2","3","0","0","0","0","2","1","0"
"70歳以上","0","0","1","1","0","0","18","0","0"
"合計","148","64","86","56","1","0","54","7","1"
