"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","8","53","874","4","1","13","54","1","12","2","10","9","2","2","1","0","3","0","0","0","0","0","1","13","","","","","","",""
"区南部","4","51","532","13","7","19","47","1","4","3","3","9","0","0","0","0","2","0","0","1","0","0","1","1","","","","","","",""
"区西南部","12","82","895","11","2","6","36","1","8","3","5","27","0","3","0","0","1","0","0","1","0","0","1","2","","","","","","",""
"区西部","16","76","820","16","1","12","50","0","7","2","4","5","1","1","1","0","0","0","1","2","0","0","0","7","","","","","","",""
"区西北部","13","147","1288","17","2","19","81","0","11","2","2","28","0","3","0","0","11","0","0","0","0","0","0","1","","","","","","",""
"区東北部","13","101","1171","28","6","22","76","1","5","3","3","17","0","3","2","0","0","0","0","1","1","0","0","6","","","","","","",""
"区東部","10","88","1044","26","2","21","72","5","10","3","3","13","0","2","0","0","1","0","0","1","0","0","1","2","","","","","","",""
"西多摩","2","23","157","0","0","12","13","2","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","","","","","","",""
"南多摩","14","128","2154","21","3","42","104","5","4","12","4","29","2","1","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","2","71","381","6","1","11","21","4","4","0","5","5","2","1","0","0","2","0","0","0","0","0","0","2","","","","","","",""
"北多摩南部","4","99","1081","12","1","21","38","1","4","5","2","25","0","2","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"北多摩北部","8","66","840","15","4","18","62","2","7","4","4","10","0","2","1","0","2","0","0","2","1","0","1","3","","","","","","",""
"島しょ","0","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","106","986","11263","169","30","216","654","23","77","39","46","178","7","20","6","0","24","0","1","9","2","0","5","42","","","","","","",""
