"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","19","9","1015","6","3","41","101","6","1","1","2","0","1","2","0","0","1","0","0","0","1","0","2","1","","","","","","",""
"区南部","20","11","668","2","8","43","93","17","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"区西南部","12","13","1015","3","0","43","91","6","1","4","5","1","0","1","0","0","1","0","0","0","0","1","0","6","","","","","","",""
"区西部","16","16","1026","8","3","68","68","21","0","3","4","0","1","0","0","0","1","0","0","1","0","1","0","3","","","","","","",""
"区西北部","36","25","1532","8","5","94","166","15","3","5","5","0","0","2","0","0","4","0","0","0","0","0","0","1","","","","","","",""
"区東北部","26","22","1153","5","4","34","117","7","2","19","11","0","1","0","3","0","1","0","0","0","0","1","0","1","","","","","","",""
"区東部","16","15","1122","13","14","57","189","10","1","9","4","0","4","3","1","0","1","0","0","0","0","0","0","1","","","","","","",""
"西多摩","4","6","224","0","1","6","18","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","14","20","2084","2","0","48","152","16","2","23","2","0","2","1","1","0","3","0","0","0","0","0","1","1","","","","","","",""
"北多摩西部","8","12","508","4","0","44","34","7","0","4","2","1","4","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"北多摩南部","11","5","1140","3","7","60","95","15","1","13","1","0","3","0","0","0","1","0","1","0","0","0","0","2","","","","","","",""
"北多摩北部","12","8","868","0","5","64","118","6","1","17","5","0","0","2","0","0","0","0","0","0","0","0","0","5","","","","","","",""
"島しょ","0","0","10","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","194","162","12365","54","50","603","1247","128","12","103","45","2","16","11","5","0","14","0","1","1","1","3","3","23","","","","","","",""
