"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","3","4","0","0","20","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","24","9","3","3","172","8","1","1","68","0","0","2","2","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","134","10","7","12","411","43","5","3","71","0","0","2","6","0","0","3","0","1","1","0","2","0","0","1","1","0","1","1"
"2歳","165","2","5","25","273","33","4","2","11","0","0","2","1","1","0","0","0","0","1","0","2","1","1","1","0","0","0","1"
"3歳","232","0","5","28","262","42","2","4","1","0","0","5","1","0","0","0","0","0","1","0","2","1","1","1","0","0","1","1"
"4歳","246","0","3","55","197","29","0","3","2","0","0","7","5","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"5歳","250","1","2","63","133","38","0","6","0","0","0","8","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","242","0","2","38","122","27","1","7","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","216","0","1","45","93","13","0","0","0","0","0","5","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0"
"8歳","178","0","0","15","64","6","0","4","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","172","0","0","20","64","4","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","587","0","0","35","141","11","0","3","1","1","0","1","1","0","0","1","0","0","1","0","7","0","0","0","0","0","7","0"
"15〜19歳","152","0","0","4","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","208","0","3","22","187","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0"
"50〜59歳","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","0","2","1","1","1","0","0","1","1"
"70〜79歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","3414","26","31","365","2171","256","13","33","160","2","1","46","19","1","0","16","1","2","14","0","19","3","3","4","1","0","14","4"
