"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","1","2","0","0","3","4","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","5","2","0","0","56","8","1","0","32","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","36","1","3","1","143","17","0","0","28","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2歳","38","0","0","6","133","32","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","47","0","2","13","132","16","0","6","1","0","1","0","0","4","4","0","0","1","0","0","0","0","0"
"4歳","47","2","4","24","129","33","0","8","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0"
"5歳","37","1","4","24","109","15","0","10","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0"
"6歳","40","0","0","24","88","13","0","10","0","0","0","0","1","7","0","0","0","1","0","0","0","0","0"
"7歳","27","0","0","24","59","6","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","24","0","1","8","57","5","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","17","0","0","10","21","3","0","4","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10〜14歳","73","0","0","9","113","2","0","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","21","0","0","1","21","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","30","3","0","9","177","6","0","0","0","0","3","1","0","2","0","0","0","6","0","0","0","0","1"
"30〜39歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"70〜79歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","552","11","14","153","1241","161","1","54","71","0","6","3","1","25","8","1","0","15","0","0","0","0","1"
