"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","1","0","2","0","2","0","3","0","0","2","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","2","2","1","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","0","0","2","9","3","43","1","2","0","18","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","3","4","3","3","1","7","2","0","0","4","1","0","0","0","2","0","0","3","0","0","","","","","",""
"文京","0","0","0","2","1","5","1","2","0","0","3","2","2","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","0","4","12","2","3","2","2","0","4","4","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","2","1","3","5","4","2","0","3","0","2","1","0","0","0","0","0","0","0","","","","","",""
"江東区","1","0","1","3","48","2","11","4","3","0","13","2","1","1","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","2","10","19","5","10","6","5","0","10","2","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","6","3","9","2","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","3","3","10","34","8","65","10","5","1","30","4","1","0","0","0","0","0","1","0","0","","","","","",""
"世田谷","0","0","4","16","24","7","29","4","2","0","20","1","5","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","1","0","5","2","33","0","1","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","2","0","4","11","1","18","0","0","0","13","2","2","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","2","9","19","5","33","2","3","0","8","4","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","9","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","2","4","0","16","3","1","0","17","3","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","3","1","3","2","9","0","3","4","4","0","13","3","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","4","0","12","7","8","10","2","0","11","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","0","2","8","21","9","24","10","7","0","22","1","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","0","0","5","6","20","7","7","0","1","0","51","1","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","1","0","0","0","12","0","13","3","1","1","36","2","2","1","0","0","0","0","4","0","0","","","","","",""
"江戸川","0","0","4","10","27","6","16","1","3","0","57","1","7","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","2","3","23","53","23","53","5","5","0","17","6","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","0","3","16","31","15","12","7","4","0","10","4","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","4","2","13","2","9","8","2","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","5","12","6","38","11","6","0","13","9","0","1","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","12","16","8","38","5","5","0","2","1","1","0","0","1","0","0","0","0","0","","","","","",""
"多摩府中","0","0","8","19","13","3","66","17","3","1","7","6","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","1","20","21","31","9","40","10","5","2","20","1","2","0","0","2","0","0","1","0","0","","","","","",""
"島しょ","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","12","13","75","195","478","143","617","135","79","5","413","63","30","6","0","7","0","0","9","0","0","","","","","",""
