"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","0","0","2","9","2","4","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","1","0","1","3","1","6","1","3","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","3","0","1","1","3","10","0","3","0","5","1","0","1","0","0","0","0","2","0","0","","","","","",""
"文京","0","0","0","1","2","0","4","1","0","0","2","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","0","3","1","2","14","0","6","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","1","0","2","0","10","1","2","0","3","0","1","0","0","1","0","0","0","0","0","","","","","",""
"江東区","0","0","0","2","31","1","39","3","6","0","16","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","1","9","0","7","0","2","0","8","1","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","4","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","5","2","6","22","3","8","2","5","0","14","1","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","2","0","4","8","6","33","2","3","0","15","4","2","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","2","0","3","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","0","0","0","1","8","1","11","0","0","0","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","0","16","0","11","0","6","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","1","1","0","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","1","7","2","4","1","8","0","11","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","1","1","3","3","0","13","0","1","2","2","0","0","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","1","6","2","11","0","1","0","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","1","0","2","17","0","26","2","2","0","24","2","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","0","1","0","7","24","4","13","2","4","0","11","0","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","1","8","1","17","1","2","0","9","1","1","0","0","0","0","0","2","0","0","","","","","",""
"江戸川","0","1","7","4","14","1","14","1","5","1","15","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","3","1","10","25","2","54","3","4","0","10","2","0","0","0","1","0","0","0","0","0","","","","","",""
"町田市","1","1","0","5","8","1","22","0","3","0","27","4","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","5","1","18","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","2","5","1","32","2","3","0","9","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","1","0","4","14","4","30","5","1","0","13","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","2","6","8","7","37","3","4","1","24","3","1","1","0","0","0","0","2","0","0","","","","","",""
"多摩小平","0","3","4","4","32","3","31","3","11","0","36","2","0","0","0","0","0","1","4","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","28","24","71","300","47","488","35","86","5","280","33","9","2","0","7","0","1","10","0","0","","","","","",""
