"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","9","67","894","14","1","19","70","5","12","4","4","24","0","2","0","0","1","0","0","0","0","0","1","10","","","","","","",""
"区南部","1","60","499","8","2","21","50","7","11","2","1","25","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","9","69","852","4","2","16","42","4","1","4","2","27","0","2","0","0","1","0","0","1","0","0","0","8","","","","","","",""
"区西部","9","65","877","15","0","16","40","2","6","1","2","26","0","0","0","0","1","0","0","0","0","0","0","15","","","","","","",""
"区西北部","9","157","1253","14","5","39","56","11","8","5","7","24","0","2","1","0","1","0","0","1","0","0","0","3","","","","","","",""
"区東北部","4","86","1098","18","7","23","57","5","6","10","8","19","1","2","0","0","0","0","0","2","0","0","0","6","","","","","","",""
"区東部","4","91","1032","15","4","21","77","5","8","2","3","27","1","3","0","0","4","0","0","0","0","0","0","3","","","","","","",""
"西多摩","0","21","155","0","0","1","15","0","0","2","2","9","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","",""
"南多摩","3","100","1911","17","6","47","109","5","13","15","9","26","2","3","0","0","2","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","0","36","397","1","1","28","19","4","0","0","2","3","0","1","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"北多摩南部","5","60","840","6","7","27","45","1","9","2","3","12","0","10","0","0","0","0","0","0","0","0","0","10","","","","","","",""
"北多摩北部","2","41","672","6","2","22","52","0","3","5","4","42","0","0","0","0","0","0","0","1","0","0","2","8","","","","","","",""
"島しょ","1","17","26","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"合計","56","870","10506","118","37","281","632","49","77","52","47","264","4","25","1","1","11","0","0","5","0","0","3","71","","","","","","",""
