"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","37","27","13","12","0","1","10","1","0","0","",""
"区南部","2","0","0","3","0","0","4","0","0","0","",""
"区西南部","1","3","2","0","0","0","2","0","0","0","",""
"区西部","47","10","22","34","0","7","12","2","0","0","",""
"区西北部","18","5","8","5","0","3","2","2","0","0","",""
"区東北部","2","1","1","3","0","0","0","8","0","0","",""
"区東部","25","6","1","12","0","0","2","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","1","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","1","0","0","23","18","1","0","",""
"北多摩北部","0","0","0","0","0","0","1","3","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","135","52","47","70","0","11","57","37","1","0","",""
