"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","184","1","5","26","73","8","0","2","7","0","0","0","1","0","1","0","0","1","1","0","7","","","","","",""
"区南部","153","1","10","25","107","14","2","2","5","0","3","1","1","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","226","2","5","19","102","7","1","1","4","0","0","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区西部","298","1","1","21","105","5","2","3","4","0","0","1","1","0","0","0","0","1","0","1","11","","","","","",""
"区西北部","357","4","4","33","107","5","6","3","4","9","1","0","0","0","1","0","0","2","0","0","2","","","","","",""
"区東北部","314","5","3","26","99","7","5","1","6","0","2","1","0","0","1","0","0","1","0","0","4","","","","","",""
"区東部","301","3","2","33","89","13","2","2","3","0","1","0","0","0","0","0","0","1","0","0","2","","","","","",""
"西多摩","104","0","2","5","18","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","419","2","3","53","124","14","7","2","4","1","2","0","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩西部","168","1","1","6","53","2","2","1","2","0","1","1","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩南部","267","1","5","21","72","7","1","1","4","0","0","2","0","0","2","0","0","1","0","0","4","","","","","",""
"北多摩北部","192","2","5","22","71","8","4","1","4","0","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"島しょ","17","0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3000","23","46","290","1026","91","33","21","49","10","11","7","3","0","8","0","0","7","1","1","37","","","","","",""
