"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","9","0","3","14","26","6","0","6","6","0","1","2","2","2","0","2","0","0","0","0","0","","","","","",""
"区南部","10","1","7","24","99","20","1","6","9","1","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","11","0","4","27","82","12","1","4","7","0","0","3","4","0","0","1","0","0","0","0","0","","","","","",""
"区西部","9","1","2","23","71","16","1","9","2","0","0","2","3","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","16","0","3","47","104","31","1","12","14","0","0","7","0","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","17","0","3","33","92","3","0","1","6","0","0","6","0","1","0","2","0","0","2","0","0","","","","","",""
"区東部","16","0","9","40","115","19","2","10","9","0","4","7","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","6","1","3","3","33","9","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","22","1","5","75","180","32","1","8","14","0","3","16","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","9","0","0","13","38","19","2","5","3","0","0","1","1","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","7","0","4","27","97","27","1","13","8","0","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","21","0","9","33","67","15","2","5","10","0","0","8","2","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","153","4","52","359","1004","209","12","80","90","1","8","60","15","4","0","9","0","0","2","0","0","","","","","",""
