"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","14","9","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","70","9","0","2","28","0","0","0","18","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1歳","214","15","8","18","60","0","1","1","35","2","0","0","1","0","1","0","0","0","0","0","2","0","0","1","0","0","1","1"
"2歳","309","3","2","19","55","1","1","1","3","0","0","1","0","0","1","0","0","0","0","0","2","0","1","1","0","1","1","1"
"3歳","406","1","3","38","60","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"4歳","574","0","7","54","63","4","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","581","0","2","64","54","2","1","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","593","0","3","53","53","6","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"7歳","512","1","0","46","55","6","0","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","428","0","1","34","45","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"9歳","405","0","0","28","33","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","1395","0","0","32","100","0","0","1","0","1","2","0","0","0","0","0","0","0","0","1","3","1","0","1","0","0","2","1"
"15〜19歳","431","0","0","6","27","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","1","1","1"
"20〜29歳","345","0","0","9","67","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","384","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","639","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"50〜59歳","444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","257","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","8","0"
"70〜79歳","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","0","1","4","1","0","13","4"
"80歳以上","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","1","1","0","0","19","1"
"合計","8201","38","26","403","704","27","4","11","58","4","14","2","1","0","7","1","0","0","0","2","64","2","3","9","1","2","52","10"
