"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","9","3","4","28","1","8","1","7","0","5","3","1","0","0","3","0","1","1","0","0","","","","","",""
"区南部","1","24","7","8","55","3","5","1","6","2","13","2","1","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","2","11","1","4","29","1","4","2","6","0","9","2","0","0","1","0","0","0","1","0","0","","","","","",""
"区西部","1","10","1","7","34","2","4","2","5","0","3","1","2","0","0","3","0","0","2","0","0","","","","","",""
"区西北部","1","10","9","5","36","3","3","2","11","0","7","3","3","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","0","21","9","10","57","8","10","1","11","1","22","4","1","0","0","1","0","0","1","0","0","","","","","",""
"区東部","10","14","12","17","42","5","20","1","9","0","16","3","2","0","0","3","0","1","4","0","0","","","","","",""
"西多摩","1","1","2","1","11","1","0","0","3","0","3","0","0","0","0","0","0","0","1","0","0","","","","","",""
"南多摩","1","16","3","14","70","7","4","2","13","1","23","3","3","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","7","5","7","23","3","1","1","10","0","4","0","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","4","8","1","11","29","12","4","1","9","2","15","2","2","1","0","1","2","1","3","0","0","","","","","",""
"北多摩北部","2","15","6","11","21","6","5","0","10","2","8","2","1","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","3","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","25","149","60","99","435","55","69","14","100","8","128","25","19","1","1","15","2","3","14","0","0","","","","","",""
