"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","54","20","1","3","21","58","2","35","25","2","0","0","0","0","0","0","0","0","1","0","0","2","6","","","","","",""
"区南部","55","8","11","3","17","61","1","22","23","4","0","0","0","0","0","1","1","0","2","0","0","1","0","","","","","",""
"区西南部","103","18","2","1","24","49","5","21","22","1","1","0","0","0","0","0","0","1","1","0","1","1","4","","","","","",""
"区西部","61","13","1","4","31","43","4","20","25","6","0","2","0","2","0","1","0","1","12","0","0","0","8","","","","","",""
"区西北部","137","34","4","3","53","57","9","43","55","5","0","0","0","0","0","3","0","0","6","0","0","0","1","","","","","",""
"区東北部","120","20","5","9","36","98","2","53","32","6","3","0","0","0","0","0","0","0","2","0","0","0","3","","","","","",""
"区東部","126","30","1","1","40","60","7","33","50","2","0","0","2","0","0","5","0","0","3","0","0","1","4","","","","","",""
"西多摩","15","4","0","0","3","6","4","6","4","0","0","0","0","0","0","0","0","0","3","0","0","1","1","","","","","",""
"南多摩","92","34","6","0","53","79","9","55","58","3","2","1","1","1","0","1","0","0","0","0","0","0","4","","","","","",""
"北多摩西部","34","12","1","0","15","17","6","21","41","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","92","28","0","4","41","61","1","46","32","3","0","0","1","0","0","0","0","0","5","0","0","3","10","","","","","",""
"北多摩北部","41","24","2","5","55","33","4","26","38","3","0","0","0","0","0","0","0","0","3","0","0","1","1","","","","","",""
"島しょ","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","935","245","34","33","389","622","55","381","405","37","6","3","4","3","0","11","1","2","38","0","1","10","42","","","","","",""
