"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","11","2","2","9","0","1","0","0","0","2","2"
"中央区","7","2","2","1","0","0","0","0","0","3","0"
"みなと","11","5","2","1","2","0","8","0","0","2","1"
"新宿区","21","21","16","19","0","3","26","5","0","6","2"
"文京","1","0","0","2","0","0","9","5","1","1","1"
"台東","6","2","0","4","2","0","0","0","0","3","0"
"墨田区","4","0","3","1","0","0","2","5","1","2","1"
"江東区","17","6","0","5","0","0","0","0","0","2","0"
"品川区","2","0","0","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","3","0","0","0","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","1","0","0","2"
"渋谷区","6","12","0","1","0","0","0","0","0","5","1"
"中野区","12","1","0","8","0","1","0","0","0","2","1"
"杉並","3","0","0","2","0","0","13","0","0","2","1"
"池袋","26","8","9","9","2","0","4","14","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","2","0","0","0","0","0","0","0","0","1","0"
"板橋区","5","0","1","4","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","2","1","2","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","14","1","0","0","1"
"江戸川","15","2","0","2","4","0","0","0","0","2","0"
"八王子市","8","1","2","0","0","0","6","0","0","4","1"
"町田市","2","2","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","20","0","0","2","0","0","0","0","0","2","1"
"多摩府中","2","0","0","0","0","0","18","0","0","3","2"
"多摩小平","0","1","0","0","0","0","13","8","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","186","66","39","70","10","5","118","39","2","55","24"
