"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","4","6","5","1","1","0","6","1","1","0","",""
"区南部","6","1","1","0","0","0","1","0","0","0","",""
"区西南部","2","7","5","0","0","0","3","0","0","0","",""
"区西部","14","6","13","5","3","0","6","1","0","0","",""
"区西北部","12","9","1","2","2","0","6","1","0","0","",""
"区東北部","4","1","0","1","1","0","2","4","0","0","",""
"区東部","10","0","2","0","2","0","3","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","4","0","4","1","0","1","0","0","0","",""
"北多摩西部","12","1","0","2","0","0","3","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","12","3","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","2","0","0","0","",""
"合計","74","35","27","15","10","0","46","11","1","0","",""
