"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","19","62","9","5","11","62","0","3","0","3","1","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","23","44","13","11","28","94","1","2","0","1","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","42","51","4","4","24","103","0","8","4","0","6","0","0","0","0","3","0","0","0","0","0","2","","","","","",""
"区西部","52","65","5","4","33","88","0","0","0","7","1","0","0","0","0","2","0","0","1","0","0","0","","","","","",""
"区西北部","80","120","16","8","31","100","0","6","1","7","8","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","18","49","19","8","19","101","1","7","0","8","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","44","60","5","9","21","103","2","1","0","3","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","20","0","1","3","9","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","38","66","5","7","25","181","5","1","0","8","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","19","31","5","2","12","33","1","7","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","69","58","4","8","23","65","1","1","0","4","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","33","51","6","10","11","103","3","2","0","7","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","438","679","94","77","242","1042","15","39","5","51","67","5","6","0","0","7","0","0","1","0","0","2","","","","","",""
