"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","0","3","0","3","0","0","0","1","0","1","0","0","0","0","0","1","0","0","4","3","0","2","2","0"
"中央区","0","6","0","1","12","0","1","0","1","0","0","1","0","0","0","3","0","0","0","0","0","5","3","1","0","0","0"
"みなと","1","15","3","5","18","3","2","1","7","0","2","2","0","0","0","0","0","1","0","0","0","9","6","0","1","1","0"
"新宿区","1","17","0","11","15","2","3","0","5","0","3","1","0","0","0","0","0","0","5","0","0","12","8","1","2","2","0"
"文京","0","0","0","1","8","2","3","0","2","0","1","0","1","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","1","0","0","15","2","3","0","3","0","5","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","21","4","4","8","3","1","3","0","3","0","2","3","0","0","0","0","0","1","4","0","0","8","5","1","1","1","0"
"江東区","0","24","24","8","56","4","30","1","8","0","24","0","5","0","0","5","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","9","3","0","25","2","2","0","10","2","3","1","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","2","0","0","1","12","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","2","37","15","20","87","6","4","1","14","0","20","4","3","0","0","2","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","0","30","0","13","36","3","12","2","11","0","9","2","0","0","1","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","0","1","1","0","10","0","3","0","3","0","3","0","0","0","0","0","0","0","1","0","0","6","4","1","1","1","0"
"中野区","0","2","0","0","26","3","6","1","6","0","3","1","2","0","0","3","0","0","0","0","0","11","7","1","1","1","0"
"杉並","0","3","1","6","32","1","1","1","7","0","3","3","0","0","0","0","0","0","0","0","0","16","10","1","1","1","0"
"池袋","0","1","0","0","5","2","2","0","0","0","8","1","0","0","0","1","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","2","8","5","19","3","3","1","4","0","3","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","30","12","5","27","12","11","0","6","0","3","1","2","0","0","3","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","2","3","0","0","22","1","0","2","12","0","0","2","2","0","0","0","0","0","0","0","0","15","9","2","1","1","0"
"練馬区","0","6","5","6","46","6","4","0","13","0","10","2","3","0","0","0","0","0","0","0","0","17","12","2","0","0","0"
"足立","0","5","10","14","55","5","5","5","7","0","23","10","1","0","0","7","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","0","6","0","5","44","1","8","0","7","1","20","0","0","0","0","0","0","0","4","0","0","13","8","1","1","1","0"
"江戸川","1","12","2","33","53","2","9","0","9","0","8","1","0","0","0","1","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","0","11","5","13","67","13","3","1","11","0","11","7","5","0","0","2","0","0","0","0","0","18","11","2","1","1","0"
"町田市","0","1","1","10","51","2","6","0","9","0","14","2","2","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","1","1","2","4","28","1","0","0","4","0","5","0","0","0","0","0","0","0","1","0","0","14","8","1","1","1","0"
"南多摩","1","21","0","5","21","4","2","1","8","1","12","5","1","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","15","9","19","49","4","4","1","15","0","10","0","3","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","8","14","1","20","55","14","10","2","25","3","37","5","3","1","0","1","2","1","5","0","0","31","20","3","3","3","0"
"多摩小平","2","33","8","29","40","9","9","0","20","2","18","2","1","0","0","3","0","0","1","0","0","23","15","2","2","2","0"
"島しょ","0","7","1","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","43","317","115","242","940","114","154","20","233","9","262","57","35","1","1","31","2","3","22","0","0","411","261","38","25","25","0"
