"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","1","0"
"1〜4歳","0","0","0","0","0","0","5","2","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","5","7","0","0","0","0","0"
"20〜24歳","28","9","7","19","0","1","1","0","0"
"25〜29歳","37","6","5","29","0","1","4","0","1"
"30〜34歳","24","7","7","18","1","0","0","2","0"
"35〜39歳","15","7","2","10","0","1","1","0","0"
"40〜44歳","12","7","3","6","1","2","2","0","0"
"45〜49歳","6","4","0","4","0","1","1","0","2"
"50〜54歳","1","4","1","4","0","0","2","0","0"
"55〜59歳","1","1","0","0","0","0","5","1","0"
"60〜64歳","1","2","0","0","0","0","10","1","0"
"65〜69歳","0","0","0","0","0","0","9","2","0"
"70歳以上","0","0","0","0","0","0","34","2","2"
"合計","129","47","30","97","2","6","79","12","5"
