"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","1","0"
"1〜4歳","0","0","0","0","0","0","2","8","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","21","2","3","5","2","0","0","0","0"
"20〜24歳","34","2","3","8","8","0","2","0","0"
"25〜29歳","24","9","4","9","5","1","1","0","0"
"30〜34歳","8","8","2","4","4","0","1","0","0"
"35〜39歳","2","4","0","2","3","0","3","0","0"
"40〜44歳","2","2","0","0","5","1","3","0","1"
"45〜49歳","0","0","0","0","1","0","0","1","0"
"50〜54歳","1","0","0","0","0","0","2","1","0"
"55〜59歳","1","1","0","0","0","0","1","0","0"
"60〜64歳","0","1","0","0","1","0","3","1","0"
"65〜69歳","0","1","0","0","0","0","7","1","0"
"70歳以上","0","1","0","0","0","0","28","4","0"
"合計","93","31","12","28","29","2","61","17","1"
