"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","4","0","0","13","0","8","0","3","0","2","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","5","2","1","28","5","60","1","20","0","32","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","7","4","4","34","11","180","4","22","0","80","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","4","2","2","23","8","86","4","6","0","46","7","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","2","8","6","15","12","76","5","0","0","30","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","0","0","4","7","21","3","52","3","0","0","23","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","0","2","8","17","4","36","6","0","0","18","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","2","2","18","1","21","4","0","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","1","15","0","10","0","0","0","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","4","2","10","1","3","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","1","12","1","3","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","4","25","1","11","1","0","0","10","1","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","8","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","1","1","6","31","1","7","1","0","0","5","2","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","23","33","45","270","48","553","31","52","0","270","30","12","2","0","7","0","3","11","0","0","0","0","0","0","0","0","0"
