"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","5","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"新宿区","8","0","0","0","32","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","","","","","",""
"文京","1","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","20","0","0","1","18","2","2","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","0","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","","","","","",""
"江東区","8","0","0","2","6","1","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","9","0","0","2","26","1","0","0","2","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","5","0","0","4","8","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","16","0","0","3","39","6","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","24","0","0","3","35","2","0","1","2","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","7","0","0","0","28","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","18","0","1","1","19","3","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","7","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","30","0","0","0","10","6","0","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","10","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","16","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"練馬区","14","0","0","1","14","1","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","18","0","0","0","11","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","20","0","0","1","20","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","47","0","0","8","23","2","2","1","4","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","5","0","0","2","8","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","5","0","0","2","22","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","20","0","0","0","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","4","0","0","0","12","5","0","3","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","0","0","0","16","3","0","1","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","10","0","0","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","19","0","0","0","11","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"府中小金井","4","0","0","0","8","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","6","0","0","1","22","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","18","0","0","2","15","1","0","0","1","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","42","0","0","0","7","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","","","","","",""
"多摩東村山","14","0","0","3","12","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","25","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","464","0","1","38","487","66","5","12","36","0","2","1","1","55","7","1","0","6","0","2","2","0","0","1","","","","","",""
