"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","8","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","0","3","0","0","3","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","5","11","5","1","10","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","4","13","12","1","6","13","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"文京","8","12","3","0","1","6","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"台東","14","5","0","0","21","22","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","10","6","2","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","28","10","8","0","8","27","1","1","1","3","1","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","5","14","5","0","4","11","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","6","7","6","0","2","9","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","17","30","18","5","11","43","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","30","26","12","2","7","33","2","0","4","0","0","1","0","0","0","6","0","0","0","0","0","0","4","","","","","",""
"渋谷区","4","5","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"中野区","8","18","8","0","21","18","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","15","23","5","0","5","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"池袋","16","20","9","0","6","11","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北区","25","24","3","3","19","11","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","17","7","4","0","6","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","10","17","8","0","14","13","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","","","","","",""
"練馬区","23","34","7","0","27","25","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","16","25","3","6","22","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","8","20","0","0","13","9","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"江戸川","22","15","17","0","11","14","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","17","22","14","3","25","48","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"町田市","7","12","2","0","18","20","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","17","0","1","5","12","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","5","20","2","0","9","15","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","22","23","6","0","20","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","41","45","15","0","32","20","0","0","3","5","0","1","2","0","0","2","0","0","0","0","0","0","10","","","","","",""
"多摩小平","25","48","11","4","25","38","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","10","","","","","",""
"島しょ","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","412","542","186","27","361","501","18","4","10","35","1","6","7","3","0","13","0","0","0","0","0","0","43","","","","","",""
