"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","0","0","2","17","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","0","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"文京","1","0","0","0","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","1","0","43","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","3","2","0","6","51","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","1","0","27","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","3","1","0","2","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","6","1","0","2","50","4","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","21","2","0","0","44","1","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"渋谷区","5","0","2","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","8","0","0","1","77","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","2","2","2","1","54","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","0","2","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","12","0","0","0","24","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","6","0","0","2","51","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","0","1","0","60","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","20","1","4","2","63","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","7","2","0","1","38","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","8","0","0","1","17","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","4","2","1","0","66","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","16","0","0","0","70","0","8","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","8","0","0","3","33","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","0","2","0","26","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","14","1","1","0","66","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","5","4","0","0","67","2","5","1","5","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"多摩小平","12","2","0","0","96","3","1","0","8","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","189","20","17","23","1158","19","25","3","36","5","3","3","1","2","2","0","0","0","0","0","3","","","","","",""
