"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","5","0","0","6","0","24","0","2","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","9","2","0","61","4","242","0","26","0","50","0","6","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","0","14","7","9","78","9","761","0","45","0","167","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","2","15","11","42","8","458","0","11","0","131","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","18","21","54","22","261","2","1","0","88","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","0","0","18","24","44","13","178","0","0","0","70","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","17","35","36","13","126","0","0","0","46","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","9","21","30","8","70","1","2","0","23","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","7","18","25","6","45","0","0","1","19","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","5","13","20","2","16","1","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","8","14","1","26","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","19","26","2","26","1","0","0","9","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","2","5","47","1","19","0","0","0","4","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","30","102","186","487","89","2253","5","87","1","633","19","15","2","0","10","2","3","6","0","1","0","0","0","0","0","1","0"
