"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","3","2","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","8","0"
"〜1歳","26","3","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","2","0","0","3","2"
"1歳","54","6","0","2","53","1","7","0","7","1","0","1","0","0","0","0","0","0","0","0","4","2","1","3","0","2","1","3"
"2歳","48","1","2","3","23","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","2","1"
"3歳","57","1","5","3","24","1","3","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4歳","73","0","2","13","14","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"5歳","68","0","1","5","16","8","1","1","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","2","0"
"6歳","61","0","0","16","12","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"7歳","60","0","2","4","9","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","68","0","2","13","4","6","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"9歳","40","0","1","1","8","4","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","151","0","1","17","24","6","0","0","0","0","2","1","0","0","0","0","0","3","0","0","4","0","0","0","0","0","4","0"
"15〜19歳","78","0","0","2","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","203","0","1","7","45","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","224","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","2","0","0","2","2"
"50〜59歳","176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","2","1","0","0","4","1"
"60〜69歳","74","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","1","1","0","9","1"
"70〜79歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","3","1","4","1","0","7","4"
"80歳以上","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","1","1","5","0","0","22","5"
"合計","1787","13","17","86","256","41","27","3","8","1","5","4","0","0","3","0","0","8","0","1","91","8","5","19","2","2","69","19"
