"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","2","8","0","1","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","0","0","5","4","15","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","0","3","4","10","26","5","0","0","0","0","0","4","0","0","0","0","0","1","1","0","0","0","","","","","",""
"文京","1","1","1","12","4","2","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","0","1","2","22","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","4","17","6","2","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","2","1","6","16","114","6","4","1","5","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","5","41","1","2","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","11","28","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","1","13","21","56","13","1","5","5","0","2","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","1","2","1","25","66","9","1","10","4","0","0","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","20","6","0","0","1","0","0","0","0","0","0","2","0","0","0","0","3","0","","","","","",""
"中野区","0","0","1","7","27","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","4","40","2","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","5","9","20","0","0","0","4","0","0","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"荒川区","1","0","4","15","14","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","9","10","3","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","6","0","6","43","38","14","2","1","7","0","0","0","0","2","0","1","0","0","0","0","0","0","","","","","",""
"足立","6","0","3","32","59","3","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","8","24","5","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","3","1","2","17","40","6","1","3","4","0","6","6","1","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","0","10","49","83","21","7","5","0","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","31","48","9","8","4","4","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","3","14","14","3","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","0","1","24","31","12","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","3","1","34","40","5","0","2","6","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","2","49","87","13","1","5","13","0","0","3","1","0","0","2","1","0","0","0","0","0","","","","","",""
"多摩小平","1","1","6","30","65","7","0","1","7","0","2","1","1","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","26","13","78","496","1063","156","35","49","95","0","17","33","7","3","0","14","2","1","2","0","3","0","","","","","",""
