"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","1","3","0","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","2","6","1","0","30","1","15","1","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","14","2","10","4","3","44","1","71","6","23","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","10","4","5","3","3","36","0","48","14","1","2","0","0","0","0","0","0","0","3","0","0","2","1","0","0","2","0","0","0","2","0","0","1"
"3歳","7","0","3","2","11","36","2","46","18","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","11","3","1","2","19","31","0","49","43","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","19","0","0","0","21","37","1","37","48","0","1","0","1","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"6歳","25","2","0","1","30","31","1","28","32","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","33","0","0","1","40","28","0","19","18","0","0","0","3","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","33","1","0","2","45","18","4","18","8","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","23","4","1","0","18","17","0","12","11","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","87","14","0","0","28","42","12","18","10","0","1","0","1","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","35","18","0","0","3","10","0","6","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","31","13","0","1","20","60","0","12","6","0","1","0","1","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"30〜39歳","37","28","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","52","43","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"50〜59歳","34","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","13","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","2","0","0","0","2"
"70〜79歳","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","3"
"80歳以上","2","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","0","0","0","0","0","3","0","1","0","8"
"合計","473","227","29","17","241","423","22","381","215","34","6","2","8","1","0","6","0","1","52","0","0","10","19","0","0","2","0","0","8","2","1","0","18"
