"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","19","2","2","4","0","0","2","0","0"
"20〜24歳","41","10","12","8","7","1","0","0","0"
"25〜29歳","20","11","5","11","3","1","0","0","0"
"30〜34歳","13","13","3","3","7","0","1","1","0"
"35〜39歳","11","9","0","2","3","0","3","1","0"
"40〜44歳","5","2","0","1","3","0","0","0","0"
"45〜49歳","2","3","1","1","0","0","3","0","1"
"50〜54歳","1","2","0","0","4","1","0","0","0"
"55〜59歳","0","0","1","0","1","0","0","1","0"
"60〜64歳","0","0","0","1","0","0","2","1","0"
"65〜69歳","0","0","0","0","1","0","6","0","0"
"70歳以上","0","0","0","0","0","0","16","0","2"
"合計","112","52","24","31","29","3","39","4","3"
