"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","20","14","14","5","0","0","3","0","0","",""
"区南部","44","1","10","17","0","0","1","0","0","",""
"区西南部","12","4","4","8","0","0","5","0","0","",""
"区西部","26","13","51","15","0","0","6","0","0","",""
"区西北部","20","2","1","10","0","0","3","1","0","",""
"区東北部","0","0","0","0","0","0","0","1","0","",""
"区東部","17","8","6","2","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","5","4","0","",""
"北多摩北部","0","0","0","0","0","0","6","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","140","42","86","57","0","0","31","6","0","",""
