"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","3","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","3","4","0","0","21","1","10","0","22","0","7","1","1","0","0","0","0","0","0","0"
"1歳","7","4","1","1","34","2","31","5","17","0","26","0","5","0","0","0","0","0","0","0"
"2歳","11","1","2","1","26","6","14","2","4","0","17","4","1","0","0","0","0","0","1","0"
"3歳","14","0","1","1","11","9","17","2","0","0","14","3","1","0","0","0","0","0","0","0"
"4歳","24","0","0","5","16","7","6","1","0","0","9","9","1","0","0","0","0","0","0","0"
"5歳","23","0","0","6","15","6","5","2","1","0","2","8","3","0","0","0","0","0","0","0"
"6歳","14","0","0","5","14","3","0","1","0","0","1","6","0","0","0","0","0","0","0","0"
"7歳","22","0","0","7","9","0","3","0","0","0","2","2","0","0","0","0","0","0","1","0"
"8歳","13","0","0","3","5","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","11","0","0","1","7","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","53","0","0","1","22","0","2","1","0","0","1","2","0","0","0","0","0","0","0","0"
"15〜19歳","72","0","0","2","8","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","58","0","0","1","22","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0"
"30〜39歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"40〜49歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","370","12","4","34","214","36","90","14","44","0","82","39","12","0","0","9","0","0","2","0"
