"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","18","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","2","2","0"
"中央区","15","0","0","0","26","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","22","0","0","0","9","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","9","6","0","1","1","0"
"新宿区","40","3","2","1","43","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","2","2","0"
"文京","10","1","0","0","34","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","13","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","36","0","0","0","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","31","1","0","6","80","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","23","0","2","0","47","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","11","7","1","0","0","0"
"目黒区","15","0","2","1","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","50","0","1","2","94","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","78","0","0","4","70","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","3","16","11","1","2","2","0"
"渋谷区","15","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","84","0","2","3","74","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","21","0","1","0","62","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","16","11","1","2","2","0"
"池袋","34","0","3","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","23","0","0","3","16","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","6","1","0","0","0"
"荒川区","36","0","0","2","57","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","39","0","0","0","72","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","41","0","0","1","77","0","1","0","2","7","0","1","0","0","1","0","0","0","0","0","0","20","13","2","0","0","0"
"足立","23","0","2","0","51","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","16","10","2","0","0","0"
"葛飾区","22","0","0","0","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11","7","1","1","1","0"
"江戸川","42","1","1","2","95","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","134","0","1","4","165","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","17","11","2","1","1","0"
"町田市","13","0","0","1","35","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","21","1","0","0","30","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"南多摩","46","0","0","1","39","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","13","9","1","0","0","0"
"多摩立川","65","0","0","2","88","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","19","13","2","1","1","0"
"多摩府中","47","1","1","4","127","3","2","1","4","0","1","0","0","0","1","0","1","0","0","0","0","30","19","3","3","3","0"
"多摩小平","82","1","7","3","184","6","5","0","4","2","0","0","0","0","0","0","0","0","0","0","0","20","13","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","1139","9","25","40","1738","24","20","1","32","10","5","3","2","0","4","0","1","1","0","0","7","387","247","37","25","25","0"
