"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","7","33","1","3","13","42","2","94","8","4","3","0","0","0","0","1","0","0","3","0","0","0","8","","","","","",""
"区南部","12","34","3","3","15","44","2","91","13","6","4","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"区西南部","14","35","2","4","21","26","0","96","11","2","12","0","0","0","0","0","0","0","4","1","0","0","4","","","","","",""
"区西部","18","48","2","5","18","34","2","102","9","1","0","0","0","1","0","0","0","0","19","0","0","0","1","","","","","",""
"区西北部","32","68","1","5","23","29","3","194","25","6","5","1","0","0","0","3","0","0","6","0","0","0","1","","","","","",""
"区東北部","15","56","3","3","28","33","1","129","8","5","6","0","0","0","0","0","0","1","5","0","0","0","7","","","","","",""
"区東部","25","37","1","1","14","49","5","152","15","5","2","0","2","1","0","0","0","0","3","0","0","0","4","","","","","",""
"西多摩","0","16","0","0","2","5","2","24","0","0","0","1","0","0","0","0","0","0","4","0","0","0","1","","","","","",""
"南多摩","11","36","4","0","30","50","6","199","22","2","7","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","18","29","4","1","17","19","1","84","9","1","3","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","6","28","4","2","22","35","2","152","16","6","4","0","1","0","0","1","0","0","9","0","0","1","5","","","","","",""
"北多摩北部","4","30","2","1","17","26","0","100","10","1","4","0","0","0","0","0","0","0","3","0","0","1","5","","","","","",""
"島しょ","1","2","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","163","452","27","28","221","392","26","1420","146","39","50","4","3","2","0","6","0","1","56","1","0","2","41","","","","","",""
