"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","0"
"1〜4歳","0","0","0","0","0","0","9","5","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","1","1","0","1","0","0","0","0","0"
"20〜24歳","18","4","7","20","0","0","0","1","1"
"25〜29歳","13","11","11","17","0","0","0","1","0"
"30〜34歳","29","12","13","23","0","0","1","0","0"
"35〜39歳","25","12","17","18","0","0","0","0","0"
"40〜44歳","13","14","14","7","0","0","0","0","0"
"45〜49歳","19","11","11","14","0","0","1","0","0"
"50〜54歳","6","8","5","4","0","0","1","0","0"
"55〜59歳","7","6","6","4","0","0","0","0","0"
"60〜64歳","2","1","2","2","0","0","0","0","0"
"65〜69歳","0","4","0","1","0","0","3","0","0"
"70歳以上","0","4","0","0","0","0","15","0","1"
"合計","133","88","86","111","0","0","36","10","2"
