"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","15","8","3","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"〜1歳","53","8","3","1","2","11","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","7","1","0","0","1","0","0","6","1","1","1","0"
"1歳","133","7","5","3","6","21","0","3","6","2","0","0","0","2","0","0","0","1","1","0","0","19","1","1","0","3","0","1","16","3","0","0","1"
"2歳","130","9","3","2","4","15","0","1","2","1","0","0","0","2","0","1","0","0","2","0","0","8","1","1","1","4","1","1","4","4","0","0","1"
"3歳","114","4","1","1","6","13","2","3","6","1","0","0","0","1","0","0","0","0","1","0","0","5","0","0","0","1","1","1","4","1","0","0","0"
"4歳","144","2","1","0","7","13","2","1","8","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"5歳","131","1","0","0","9","13","3","0","14","0","0","1","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0","0","1","1","0","0","1"
"6歳","128","1","0","1","6","7","1","0","11","0","0","0","0","1","0","0","0","0","0","0","0","3","0","1","1","0","0","0","2","0","0","0","0"
"7歳","122","2","0","0","10","10","2","2","10","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","3","0","0","0","0"
"8歳","117","1","0","2","8","9","5","0","10","0","0","0","1","0","0","0","0","0","3","0","0","1","0","1","1","1","0","1","0","1","0","0","0"
"9歳","123","1","0","0","8","7","3","0","6","0","0","0","0","0","0","0","0","0","2","0","1","2","0","0","0","0","0","0","2","0","0","0","0"
"10〜14歳","471","14","0","1","12","22","13","0","3","0","0","1","0","0","0","1","0","0","4","0","0","4","2","1","1","2","1","0","1","2","0","1","1"
"15〜19歳","307","20","1","0","1","4","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","3","1","1","0","1","1","0","2","1","0","0","1"
"20〜29歳","429","44","0","1","10","27","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"30〜39歳","453","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","0","0","0","0","0","8","0","0","1","1"
"40〜49歳","540","61","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","12","2","1","0","1","2","0","9","2","0","0","2"
"50〜59歳","517","65","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","17","2","2","0","2","1","0","14","2","1","0","1"
"60〜69歳","265","43","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","28","8","8","3","5","0","0","19","5","2","0","6"
"70〜79歳","160","37","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","56","24","7","5","8","0","0","39","8","2","2","21"
"80歳以上","122","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","57","3","12","4","1","0","80","4","1","2","54"
"合計","4474","428","17","12","89","174","32","11","77","9","0","2","1","6","0","12","0","1","17","0","1","281","107","29","24","35","8","4","214","36","7","7","95"
