"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","15","1","1","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","","","","","",""
"中央区","8","0","0","2","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","29","1","0","0","31","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","67","0","0","8","16","0","0","0","5","0","0","1","0","0","0","2","0","0","1","0","","","","","",""
"文京","22","0","0","1","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","16","0","0","7","15","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","17","0","0","5","14","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"江東区","71","0","0","6","25","3","0","1","4","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","82","0","1","6","31","4","2","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","20","0","0","0","8","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","74","0","1","7","26","4","2","2","3","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","119","0","0","9","22","4","2","2","1","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","25","0","0","1","12","2","0","2","1","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"中野区","77","0","0","3","41","4","0","1","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"杉並","98","0","0","5","28","6","0","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"池袋","31","0","0","0","7","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","47","0","0","0","14","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","34","0","0","3","11","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"板橋区","50","0","0","5","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","122","0","0","1","10","1","0","0","2","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"足立","87","0","0","4","11","0","2","2","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"葛飾区","48","0","0","2","11","8","0","0","0","0","0","0","0","0","0","1","0","0","2","0","","","","","",""
"江戸川","50","1","4","26","14","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","169","0","1","19","29","7","0","0","3","1","0","13","1","0","0","0","0","0","0","0","","","","","",""
"町田市","95","1","0","25","23","8","0","1","2","0","2","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","97","0","0","3","12","1","0","1","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","123","1","1","3","15","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","83","0","0","5","9","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","143","0","0","4","18","4","0","1","5","0","0","1","2","0","0","0","0","0","0","0","","","","","",""
"多摩小平","124","0","1","14","47","5","0","0","1","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2047","5","10","174","521","85","8","18","47","2","5","39","5","1","0","6","0","0","4","0","","","","","",""
