"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","7","0","0","0","6","4","0","1","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","32","1","0","0","41","9","0","3","40","0","0","0","0","0","1","1","0","0","0","0","1","0","0"
"1歳","131","2","5","2","139","25","2","2","11","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2歳","115","0","2","5","93","22","1","5","1","0","0","0","0","2","2","0","0","0","0","0","1","0","0"
"3歳","121","0","3","12","82","27","1","3","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"4歳","176","0","1","14","90","20","0","9","0","0","2","0","0","4","1","0","0","0","0","0","0","0","0"
"5歳","119","0","3","21","64","24","0","14","0","0","0","0","0","13","2","0","0","0","0","0","1","0","0"
"6歳","83","0","1","14","54","12","0","11","1","0","0","0","0","4","0","0","0","1","0","0","2","0","0"
"7歳","73","0","2","15","47","4","0","6","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"8歳","79","0","1","9","43","5","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","76","0","0","5","27","1","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10〜14歳","217","0","0","8","72","5","1","6","0","0","0","1","1","4","1","0","0","0","0","0","1","0","0"
"15〜19歳","86","0","0","0","28","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","131","5","0","9","154","2","0","2","0","0","1","1","2","2","1","0","0","3","0","0","0","0","0"
"30〜39歳","207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0"
"40〜49歳","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0"
"50〜59歳","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"60〜69歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1871","8","18","114","940","160","5","66","61","0","3","4","3","37","11","1","0","16","0","0","7","2","0"
