"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","11","2","2","1","14","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","5","4","0","2","2","0"
"中央区","24","0","0","2","18","0","1","0","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","4","3","1","0","0","0"
"みなと","34","15","4","20","116","9","4","0","2","0","0","0","0","2","0","1","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","71","8","1","6","105","4","0","1","1","1","0","0","0","0","0","0","0","3","0","0","5","0","0","9","6","2","2","2","0"
"文京","19","0","0","0","47","4","1","0","0","0","0","1","0","2","0","0","0","2","0","0","0","0","0","5","3","1","1","1","0"
"台東","28","15","2","5","77","4","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","45","5","0","5","55","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","64","1","1","6","167","16","1","1","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","9","4","1","0","0","0"
"品川区","95","2","0","6","167","8","0","4","4","0","0","2","0","0","2","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","10","0","0","1","20","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","163","15","7","23","210","15","0","3","3","0","0","1","0","3","0","0","0","0","0","0","0","0","2","16","9","2","1","1","0"
"世田谷","118","9","1","13","139","10","1","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","16","8","2","2","2","0"
"渋谷区","40","0","4","2","65","2","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","104","0","0","7","153","8","2","0","1","0","0","1","0","2","1","0","0","3","0","0","0","0","0","9","6","1","1","1","0"
"杉並","130","1","1","5","138","10","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","6","1","0","1","0"
"池袋","41","0","0","3","35","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","134","0","1","2","63","14","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","4","1","0","0","0"
"荒川区","44","0","0","8","87","1","4","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","47","0","0","1","60","4","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","141","0","1","7","79","15","0","0","1","4","0","1","0","3","0","0","0","2","0","0","0","0","0","12","5","2","0","0","0"
"足立","71","0","1","53","102","8","0","4","2","0","0","0","0","2","0","0","1","3","0","0","0","0","0","12","5","2","0","0","0"
"葛飾区","53","0","0","4","69","22","0","1","4","0","0","0","0","1","0","0","0","1","0","0","6","0","0","9","4","1","1","1","0"
"江戸川","285","8","5","21","187","8","0","1","7","0","0","0","0","3","0","0","0","2","0","0","0","0","0","12","5","2","0","0","0"
"八王子市","169","10","6","24","164","20","1","5","8","0","0","0","0","1","2","0","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","121","0","0","47","251","13","0","7","6","0","0","1","0","1","2","0","0","5","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","39","2","1","7","71","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","120","13","3","15","67","9","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","51","0","0","2","72","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","127","0","0","18","121","15","2","1","4","0","0","2","0","2","0","0","0","0","0","0","0","0","0","21","10","2","2","3","0"
"多摩小平","134","20","6","21","227","20","2","1","5","0","0","0","0","1","0","0","0","2","0","0","0","0","0","14","6","2","2","2","0"
"島しょ","3","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","2536","126","47","337","3148","245","29","34","71","7","0","10","0","39","9","2","1","27","0","0","12","0","2","288","150","38","23","25","0"
