"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","1","0"
"1〜4歳","0","0","0","0","0","0","4","2","0"
"5〜9歳","0","0","0","0","0","0","5","0","0"
"10〜14歳","0","1","0","0","0","0","0","0","0"
"15〜19歳","7","0","0","0","1","0","0","0","0"
"20〜24歳","34","5","11","4","2","3","0","0","0"
"25〜29歳","26","12","13","9","0","5","0","0","0"
"30〜34歳","25","7","7","3","5","1","0","1","0"
"35〜39歳","11","2","2","4","3","4","0","0","0"
"40〜44歳","5","7","0","1","0","0","1","0","0"
"45〜49歳","3","2","0","2","3","1","0","0","0"
"50〜54歳","3","3","0","0","0","0","2","0","0"
"55〜59歳","1","1","0","0","0","0","0","0","0"
"60〜64歳","0","0","0","0","0","0","1","0","0"
"65〜69歳","0","0","0","0","0","0","1","0","2"
"70歳以上","0","2","0","0","0","0","10","1","0"
"合計","115","42","33","23","14","14","26","5","2"
