"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","1","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","2","0","0","1","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","","","","","",""
"みなと","0","1","9","7","11","0","1","1","4","1","1","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","1","1","4","10","13","0","0","0","1","0","3","8","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","0","0","0","4","5","1","0","0","1","0","1","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"台東","0","0","3","3","14","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","4","3","5","0","0","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","6","18","65","12","1","0","7","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","6","12","28","2","1","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","8","15","0","2","3","3","0","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","0","22","22","44","28","0","1","3","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","0","8","33","60","15","0","8","11","0","10","3","0","0","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","0","1","1","2","10","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中野区","0","0","9","9","24","2","1","0","4","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","2","9","37","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","1","3","4","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","1","5","26","3","0","1","6","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","3","7","13","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","1","9","10","1","4","2","1","0","2","1","1","0","0","0","0","0","0","0","1","0","","","","","",""
"練馬区","7","0","5","32","41","13","0","1","6","0","5","2","2","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","0","7","28","51","7","2","1","11","0","4","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","3","11","29","2","1","2","4","0","3","0","1","0","0","0","0","0","1","0","0","0","","","","","",""
"江戸川","0","1","3","17","36","12","1","4","2","0","34","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","3","6","57","71","4","1","5","8","0","2","0","3","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","22","53","5","20","1","2","0","19","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","4","6","21","1","0","0","3","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","3","24","31","11","1","0","10","0","6","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","24","27","6","0","0","6","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","8","42","81","8","1","2","5","0","5","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","0","19","36","45","8","3","10","8","0","12","1","5","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","9","8","142","466","875","149","46","46","121","1","135","34","16","1","0","11","0","1","3","0","2","0","","","","","",""
